,mol1,mol2,dmc_type,dmc_Jas,tau,ene,err,units,TotTimeSim[au],Pop,Pop-err,Var[au],tau_eff[au],corr-time[au],machine,N_MPI,cost,target_weight,ID,tau[au]
205,Peptide,MeNH2,DMCdla5,Jopt,0.04,-41283.0607936648,0.0388322911555587,kcal/mol,1220.0,63984.706809917356,0.9787464498513366,0.997216345767826,0.03861100836076758,0.316028124764242,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.4762228033333334,64000.0,14,0.04
206,Peptide,MeNH2,DMCdla5,Jopt,0.03,-41282.8452146976,0.0443202306616248,kcal/mol,1215.0,63984.02302942787,0.8630966880517124,1.045385357534642,0.029272493330782533,0.3676573132920904,linuxpc-intel-slurm-parallel.peta4,96.0,1.8573732099999998,64000.0,14,0.03
207,Peptide,MeNH2,DMCdla5,Jopt,0.02,-41282.7087858221,0.0467154816867083,kcal/mol,1010.0,63973.9895,0.7876196596642099,1.0345302258026385,0.019711890089320085,0.33260718224795127,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.47527623,64000.0,14,0.02
208,Peptide,MeNH2,DMCdla5,Jopt,0.05,-41283.4410135418,0.0420848442828799,kcal/mol,1275.0,63960.88671936759,1.0682108536460526,1.0107501222567936,0.04772160774099626,0.34834110915211475,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8465339959999999,64000.0,14,0.05
209,Peptide,MeNH2,DMCdla5,Jopt,0.16,-41293.6489039224,0.0489352626773082,kcal/mol,1136.0,63837.73355122922,1.955861982199343,0.960942465720375,0.13337999455485586,0.4832547454480652,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8480197285714285,64000.0,14,0.16
210,Peptide,MeNH2,DMCdla5,Jopt,0.10,-41287.3400762946,0.0494191768757895,kcal/mol,1050.0,63923.470673076925,1.6576154637651512,0.985210013255848,0.08986730141121015,0.3858468820115257,linuxpc-intel-slurm-parallel.peta4,64.0,2.7545017699999996,64000.0,14,0.1
211,Peptide,Peptide,DMCdla5,Jopt,0.08,-59220.5693893316,0.0563444922507082,kcal/mol,1208.0,63917.27913188648,1.553130136070156,1.4966028042247186,0.07334570039968792,0.39116217426090055,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.3569556800000004,64000.0,15,0.08
212,Peptide,Peptide,DMCdla5,Jopt,0.06,-59218.515154538,0.0532760373547071,kcal/mol,1230.0,63939.06250922146,1.3359818905040182,1.4853577962601001,0.056411854153040564,0.3656853079161194,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.4970092300000002,64000.0,15,0.06
213,Peptide,Peptide,DMCdla5,Jopt,0.01,-59216.545274932,0.0629711022448333,kcal/mol,1005.0,63982.44604020101,0.6410792521333855,1.537755395007845,0.009938556256312745,0.37612001914166066,linuxpc-intel-slurm-parallel.peta4,320.0,0.9609728350000003,64000.0,15,0.01
214,Peptide,Peptide,DMCdla5,Jopt,0.13,-59227.5004008028,0.0512492887636407,kcal/mol,1313.0,63844.91210216502,1.8596940439453435,1.437064339601758,0.11170749191472015,0.39383323237524603,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.35245761,64000.0,15,0.13
215,Peptide,Peptide,DMCdla5,Jopt,0.25,-59246.8182634986,0.0675200729101147,kcal/mol,1275.0,63636.493873517786,2.576288173015762,1.4955408268748103,0.18373448596850148,0.6074418952567014,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.34155462,64000.0,15,0.25
216,Peptide,Peptide,DMCdla5,Jopt,0.003,-59217.102184854,0.0542851097852577,kcal/mol,1201.5,64010.930449736385,0.3225645475897901,1.5733830656189716,0.002996439880356415,0.3381186940124961,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,2.6504476714285716,64000.0,15,0.003
217,Peptide,Peptide,DMCdla5,Jopt,0.2,-59238.7098841528,0.06682184491876,kcal/mol,1100.0,63759.495229357795,2.5861436937913256,1.4810316854295296,0.15682293339227732,0.48279714998576034,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.3676152799999999,64000.0,15,0.2
218,Peptide,Peptide,DMCdla5,Jopt,0.3,-59255.234380654,0.066057295333211,kcal/mol,1650.0,63580.51445298207,2.842606214827,1.447543579260373,0.20682067486031216,0.6481726717504405,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.35563512,64000.0,15,0.3
219,Peptide,Peptide,DMCdla5,Jopt,0.04,-59216.795053793,0.0516018951194639,kcal/mol,1220.0,63966.91289256198,1.0897610205994892,1.4811949010003276,0.03852716059845381,0.30753382041413485,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.7714746066666667,64000.0,15,0.04
220,Peptide,Peptide,DMCdla5,Jopt,0.03,-59216.4942690602,0.0481736740333558,kcal/mol,1215.0,63982.576183837074,1.0062213414968684,1.5138912002528229,0.029226784917174408,0.3329864467834865,linuxpc-intel-slurm-parallel.peta4,128.0,2.3318209900000006,64000.0,15,0.03
221,Peptide,Peptide,DMCdla5,Jopt,0.02,-59216.3410396589,0.0607032756056961,kcal/mol,1010.0,63989.62536,0.8781074826878708,1.5232702584188056,0.019692821679499907,0.3201605492003357,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.7655185420000001,64000.0,15,0.02
222,Peptide,Peptide,DMCdla5,Jopt,0.05,-59217.5266606876,0.0589235331157675,kcal/mol,1275.0,63966.57221343873,1.2194315999788836,1.5310899080072522,0.04758912207508647,0.38319430064420773,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.3530561479999998,64000.0,15,0.05
223,Peptide,Peptide,DMCdla5,Jopt,0.16,-59232.1012447433,0.0620495587828067,kcal/mol,1136.0,63786.4128179622,2.2127714505999774,1.4892067722203333,0.132189790180893,0.513031662073207,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.4084305714285716,64000.0,15,0.16
224,Peptide,Peptide,DMCdla5,Jopt,0.10,-59223.1732490377,0.0662525910996291,kcal/mol,1050.0,63888.282692307694,1.8779235331429924,1.5005712285774475,0.08935398101097845,0.3958246608370778,linuxpc-intel-slurm-parallel.peta4,64.0,4.62392437,64000.0,15,0.1
225,Peptide,Water,DMCdla5,Jopt,0.08,-40412.5608740523,0.0383129823518952,kcal/mol,1208.0,63917.629515859764,1.3280320159816388,0.9755889440468561,0.07282248174848259,0.288712433373762,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.67847206,64000.0,16,0.08
226,Peptide,Water,DMCdla5,Jopt,0.06,-40410.6728485593,0.0395960563930812,kcal/mol,1230.0,63956.51556582895,1.1759380831238566,1.0082610066577826,0.05611064823281863,0.30477631596208576,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.7299522800000001,64000.0,16,0.06
227,Peptide,Water,DMCdla5,Jopt,0.01,-40408.6781818071,0.045396576768412,kcal/mol,1005.0,63992.78333668342,0.5241654046708147,1.0420168254892852,0.00993188558488326,0.27648821126713635,linuxpc-intel-slurm-parallel.peta4,256.0,0.5828525289999997,64000.0,16,0.01
228,Peptide,Water,DMCdla5,Jopt,0.13,-40418.0856897107,0.0445750127268462,kcal/mol,1313.0,63838.90362167016,1.635919235293386,1.0443635500779294,0.11044976086853911,0.42722793835169814,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.68049412,64000.0,16,0.13
229,Peptide,Water,DMCdla5,Jopt,0.25,-40433.4720854058,0.0478365104337663,kcal/mol,1275.0,63631.531818181815,2.29127414732239,0.983245520369562,0.1801974102881649,0.5119708924563854,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.6742012000000001,64000.0,16,0.25
230,Peptide,Water,DMCdla5,Jopt,0.003,-40408.9415639885,0.039665150526326,kcal/mol,1201.5,63997.01570376115,0.26839004781636355,1.0497937317064303,0.0029960245450295995,0.25285096826026787,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.3395763035714292,64000.0,16,0.003
231,Peptide,Water,DMCdla5,Jopt,0.2,-40426.9909599804,0.0479615373861977,kcal/mol,1100.0,63729.956697247704,2.3450617988405904,0.9787113279258494,0.15428167729141748,0.4366116439390011,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.6727936999999999,64000.0,16,0.2
232,Peptide,Water,DMCdla5,Jopt,0.3,-40439.9697848264,0.0524323906085074,kcal/mol,1650.0,63579.26308086352,2.5094510820258393,0.9707910124959299,0.2022921608469587,0.7061647127399902,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.6766164199999999,64000.0,16,0.3
233,Peptide,Water,DMCdla5,Jopt,0.04,-40409.2606521908,0.0398288941942324,kcal/mol,1220.0,63959.88363636364,0.9926143771143566,1.033684304685156,0.03839327573357244,0.3130811215452787,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.37638435666666675,64000.0,16,0.04
234,Peptide,Water,DMCdla5,Jopt,0.03,-40408.8677987659,0.0431994191345003,kcal/mol,1215.0,63977.50714534681,0.8348914585900007,1.024890404077776,0.029153003567371733,0.31403257772432297,linuxpc-intel-slurm-parallel.peta4,128.0,1.1348874725000002,64000.0,16,0.03
235,Peptide,Water,DMCdla5,Jopt,0.02,-40408.5708264838,0.0450466600304053,kcal/mol,1010.0,63981.84106,0.7674784768485554,1.044753219798138,0.01966176205152927,0.28765675074932234,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.38021382400000003,64000.0,16,0.02
236,Peptide,Water,DMCdla5,Jopt,0.05,-40409.9116490074,0.0384674196029166,kcal/mol,1275.0,63964.37324110672,1.0564775212932758,1.0072000132364065,0.04737915312101816,0.2958189463602833,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.682837708,64000.0,16,0.05
237,Peptide,Water,DMCdla5,Jopt,0.16,-40421.8520119524,0.0463209208600682,kcal/mol,1136.0,63784.62057695041,1.977554616408741,0.9750797394991563,0.1304068301216657,0.4018917684793739,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.6740529428571429,64000.0,16,0.16
238,Peptide,Water,DMCdla5,Jopt,0.10,-40414.5714755768,0.0477648897218542,kcal/mol,1050.0,63898.05596153846,1.5993524423573777,0.9900329800778792,0.08856332954094101,0.33870346062211737,linuxpc-intel-slurm-parallel.peta4,64.0,2.22100421,64000.0,16,0.1
239,Uracil,Uracil,DMCdla5,Jopt,0.08,-96642.6869150504,0.0673832505876062,kcal/mol,1208.0,63899.98971619365,1.7835734097238591,2.5042832184292325,0.07228151599153483,0.35872130078685616,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,2.7582188999999993,64000.0,17,0.08
240,Uracil,Uracil,DMCdla5,Jopt,0.06,-96638.5242820551,0.0727842482575804,kcal/mol,1230.0,63940.44317119953,1.6503715858498693,2.632199348768631,0.05581024202555856,0.3615358543641208,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,2.9827682699999998,64000.0,17,0.06
241,Uracil,Uracil,DMCdla5,Jopt,0.01,-96634.381045726,0.0619810945197631,kcal/mol,1565.0,63998.02729903537,0.598702722250866,2.689094140245229,0.009926098449720392,0.33024307131074254,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,1.5079677428571432,64000.0,17,0.01
242,Uracil,Uracil,DMCdla5,Jopt,0.13,-96654.8948931134,0.0685940727376172,kcal/mol,1313.0,63778.54185373641,2.1876676032664957,2.6170515427071694,0.10904999943869467,0.4175528380214149,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,2.75805812,64000.0,17,0.13
243,Uracil,Uracil,DMCdla5,Jopt,0.25,-96687.6006569485,0.0825671775434136,kcal/mol,1275.0,63448.434782608696,2.8780840604806506,2.5426250082494746,0.17570148494354332,0.5699896245021948,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,2.74708492,64000.0,17,0.25
244,Uracil,Uracil,DMCdla5,Jopt,0.003,-96635.0002019488,0.0702354554667989,kcal/mol,1201.5,63995.77072307297,0.36732519594848,2.755566863564728,0.00299567326796044,0.32232946759233183,linuxpc-intel-slurm-parallel.peta4,160.0,3.788205861538461,64000.0,17,0.003
245,Uracil,Uracil,DMCdla5,Jopt,0.2,-96673.9088994692,0.0934820700831194,kcal/mol,1100.0,63623.80972477064,2.9006196933895447,2.590107053066341,0.1512066989735325,0.4956683106889312,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,2.74756094,64000.0,17,0.2
246,Uracil,Uracil,DMCdla5,Jopt,0.3,-96700.6830354359,0.0847949687737633,kcal/mol,1650.0,63375.31924624954,3.4742713656448916,2.6077014726483707,0.19625161559579726,0.7004539571844319,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,2.75896748,64000.0,17,0.3
247,Uracil,Uracil,DMCdla5,Jopt,0.04,-96635.5551821112,0.0679394584129829,kcal/mol,1220.0,63960.68095867769,1.3345930773821626,2.6715425698936968,0.03826567624669746,0.3503420703714937,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,1.611121503333333,64000.0,17,0.04
248,Uracil,Uracil,DMCdla5,Jopt,0.03,-96634.5732984663,0.071238189389304,kcal/mol,1125.0,63962.67930366464,1.1394405347771888,2.6013586920056126,0.029084510282243025,0.301402673698551,linuxpc-intel-slurm-parallel.peta4-knl,320.0,10.93375550909091,64000.0,17,0.03
249,Uracil,Uracil,DMCdla5,Jopt,0.02,-96634.1844147243,0.0769739749682646,kcal/mol,1010.0,63968.58096,1.0732253118338977,2.6393353816630634,0.01963385617954696,0.34517950019376875,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,1.584153922,64000.0,17,0.02
250,Uracil,Uracil,DMCdla5,Jopt,0.05,-96636.8013850002,0.0673686387996126,kcal/mol,1275.0,63952.30371541502,1.4728939100697307,2.6353720515673356,0.04717387443748708,0.34743118096098896,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,2.79135532,64000.0,17,0.05
251,Uracil,Uracil,DMCdla5,Jopt,0.16,-96662.9340244017,0.0773811848839251,kcal/mol,1136.0,63706.288190990475,2.496554493787024,2.5360987947127334,0.12834602156293626,0.41583514675574657,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,2.764699857142858,64000.0,17,0.16
252,Uracil,Uracil,DMCdla5,Jopt,0.10,-96647.1444015876,0.0780625459861226,kcal/mol,1050.0,63879.64490384615,2.178292199893136,2.5517273345356135,0.0877198139312428,0.3644936080191392,linuxpc-intel-slurm-parallel.peta4,64.0,9.400995210000001,64000.0,17,0.1
253,Water,Pyridine,DMCdla5,Jopt,0.08,-36714.3804071332,0.0460089233145829,kcal/mol,1208.0,63927.79131886477,1.3216809776259622,0.8563866221863208,0.07364221140260409,0.3696258843596324,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7567556599999999,64000.0,18,0.08
254,Water,Pyridine,DMCdla5,Jopt,0.06,-36713.0420903575,0.0385773450029222,kcal/mol,1230.0,63954.38548172921,1.1424861513331634,0.855555481577903,0.05658121367749043,0.33776182202170757,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.7943985350000001,64000.0,18,0.06
255,Water,Pyridine,DMCdla5,Jopt,0.01,-36711.8680482949,0.0421199346979966,kcal/mol,1005.0,63987.98677386935,0.5340054106095526,0.8922144601345745,0.009942128610058672,0.31043014824605963,linuxpc-intel-slurm-parallel.peta4,256.0,0.6395289389999999,64000.0,18,0.01
256,Water,Pyridine,DMCdla5,Jopt,0.13,-36718.650940873,0.0396022401748558,kcal/mol,1313.0,63884.85822608002,1.619303387808695,0.8568326746013705,0.11243311310550896,0.43278121182877466,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7570735799999999,64000.0,18,0.13
257,Water,Pyridine,DMCdla5,Jopt,0.25,-36730.3782221026,0.0423249290557817,kcal/mol,1275.0,63723.01916996048,2.2213497212826385,0.858394577070251,0.18584616620381716,0.5095193948919695,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.75234125,64000.0,18,0.25
258,Water,Pyridine,DMCdla5,Jopt,0.003,-36712.1054820546,0.0372337431801587,kcal/mol,1201.5,64006.82549110448,0.2592228481757896,0.8937681569046938,0.002996653870559938,0.3031108455147321,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.4964777470588235,64000.0,18,0.003
259,Water,Pyridine,DMCdla5,Jopt,0.2,-36725.4087583554,0.0469061904387713,kcal/mol,1100.0,63789.985871559635,2.1498436267899645,0.8641436025261713,0.15832314791447963,0.49642218110917935,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7578539200000001,64000.0,18,0.2
260,Water,Pyridine,DMCdla5,Jopt,0.3,-36735.4410143569,0.0509279066491381,kcal/mol,1650.0,63665.92151481888,2.390655173574607,0.8853239402818062,0.20955545724028912,0.666610114939813,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.75940288,64000.0,18,0.3
261,Water,Pyridine,DMCdla5,Jopt,0.04,-36712.0153867482,0.0361799452449983,kcal/mol,1220.0,63967.77897520661,0.9496328304531914,0.8608151189147444,0.038601791492043985,0.3113811124795933,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.4022571600000001,64000.0,18,0.04
262,Water,Pyridine,DMCdla5,Jopt,0.03,-36711.75780553,0.0394898359081349,kcal/mol,1215.0,63980.98804959418,0.8071956369127903,0.8726231713416794,0.029267588560674768,0.3244461728722915,linuxpc-intel-slurm-parallel.peta4,128.0,1.2590609324999993,64000.0,18,0.03
263,Water,Pyridine,DMCdla5,Jopt,0.02,-36711.7764421067,0.0504385125462988,kcal/mol,1010.0,63969.92266,0.7439923962408493,0.8875676328982638,0.019709822383050652,0.32850603400584133,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.40293399999999996,64000.0,18,0.02
264,Water,Pyridine,DMCdla5,Jopt,0.05,-36712.5302904452,0.035915167763442,kcal/mol,1275.0,63967.600395256915,1.012316388012595,0.8729151344331815,0.0477067983580613,0.32891927085826256,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7563190560000002,64000.0,18,0.05
265,Water,Pyridine,DMCdla5,Jopt,0.16,-36721.4223437059,0.0454806947115115,kcal/mol,1136.0,63826.54966605087,1.8757639029479614,0.8421092306202771,0.13322944744609597,0.415232019427191,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.7695993142857142,64000.0,18,0.16
266,Water,Pyridine,DMCdla5,Jopt,0.10,-36715.9333907191,0.0417337025876491,kcal/mol,1050.0,63926.11961538462,1.4527601526255929,0.8591833984061662,0.08980510065139094,0.37125326987473545,linuxpc-intel-slurm-parallel.peta4,64.0,2.44524986,64000.0,18,0.1
267,MeOH,Pyridine,DMCdla5,Jopt,0.08,-41019.0686986641,0.0445582210956283,kcal/mol,1208.0,63937.36594323873,1.371213076626781,0.9889351265174668,0.07385160461352577,0.3730116138320534,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8703261625000002,64000.0,19,0.08
268,MeOH,Pyridine,DMCdla5,Jopt,0.06,-41017.6398585716,0.04210100182368,kcal/mol,1230.0,63937.18678994737,1.1890008584487075,0.9648574031944699,0.05670075960052615,0.3535523289680005,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.01134251,64000.0,19,0.06
269,MeOH,Pyridine,DMCdla5,Jopt,0.01,-41016.6188170294,0.0521188596090568,kcal/mol,1005.0,63977.749688442214,0.5632659006471156,1.0177603612046702,0.009944682976142556,0.33365205516741564,linuxpc-intel-slurm-parallel.peta4,256.0,0.737283895,64000.0,19,0.01
270,MeOH,Pyridine,DMCdla5,Jopt,0.13,-41023.5787586602,0.0451557924962084,kcal/mol,1313.0,63880.48997306196,1.7020913344830606,0.973696231479899,0.11294701641907756,0.4319815142629043,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.86708613,64000.0,19,0.13
271,MeOH,Pyridine,DMCdla5,Jopt,0.25,-41036.662054885,0.049380114045614,kcal/mol,1275.0,63717.274901185774,2.326120835648191,0.9729607518300191,0.1873583660109228,0.5705237974620443,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.87047084,64000.0,19,0.25
272,MeOH,Pyridine,DMCdla5,Jopt,0.003,-41016.9814344219,0.049228172984772,kcal/mol,1201.5,64002.23849221736,0.2860686088049658,1.0196201997554297,0.002996812532511784,0.32879391912821965,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.7199925281249995,64000.0,19,0.003
273,MeOH,Pyridine,DMCdla5,Jopt,0.2,-41031.0614345672,0.0539982239912304,kcal/mol,1100.0,63794.799266055044,2.3283332194314443,1.0272245933749065,0.1593908237067823,0.5407516498218212,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8726969000000001,64000.0,19,0.2
274,MeOH,Pyridine,DMCdla5,Jopt,0.3,-41042.2738290278,0.0545322829341648,kcal/mol,1650.0,63670.2839370655,2.4178832896305686,1.0166258838930076,0.21153395892639168,0.664202992381142,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.87321646,64000.0,19,0.3
275,MeOH,Pyridine,DMCdla5,Jopt,0.04,-41016.6888678691,0.0471856699039707,kcal/mol,1220.0,63966.61418181818,0.9884132059623647,1.0223888116858777,0.03865426705293935,0.3728837089665927,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.4836160366666667,64000.0,19,0.04
276,MeOH,Pyridine,DMCdla5,Jopt,0.03,-41016.4460510506,0.0426816383544397,kcal/mol,1215.0,63989.91086988996,0.8377933976245446,0.9855581787843579,0.029296342712683266,0.33820222118396753,linuxpc-intel-slurm-parallel.peta4,128.0,1.4418500024999998,64000.0,19,0.03
277,MeOH,Pyridine,DMCdla5,Jopt,0.02,-41016.2831528647,0.0487669414239438,kcal/mol,1010.0,63972.8658,0.7623597914739698,0.9964238144796037,0.01972182210945081,0.3330105526146845,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.48451919200000004,64000.0,19,0.02
278,MeOH,Pyridine,DMCdla5,Jopt,0.05,-41017.1463966997,0.0495825407636522,kcal/mol,1275.0,63964.245217391304,1.0834097932811695,1.0063461579826036,0.047789677678406056,0.3483909649828254,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.868939144,64000.0,19,0.05
279,MeOH,Pyridine,DMCdla5,Jopt,0.16,-41026.7383257588,0.049882000999071,kcal/mol,1136.0,63830.17677987779,1.9088591518217273,0.97602999920481,0.13396655219708908,0.47525014375796104,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8816766428571428,64000.0,19,0.16
280,MeOH,Pyridine,DMCdla5,Jopt,0.10,-41020.7255302555,0.041829324884158,kcal/mol,1050.0,63909.55942307692,1.5828500878987133,0.9532213767507421,0.09012378750517233,0.34866483803746373,linuxpc-intel-slurm-parallel.peta4,64.0,2.8233275,64000.0,19,0.1
281,AcOH,AcOH,DMCtm5,JoptLA,0.10,-57458.0510002242,0.054024992454103,kcal/mol,1050.0,63556.28519230769,1.9373176078364422,1.7843437770171833,0.08700855558279265,0.26994978320856655,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,4.03806252,64000.0,20,0.1
282,AcOH,AcOH,DMCtm5,JoptLA,0.006,-57446.5707711627,0.0421190454439061,kcal/mol,1203.0,63976.29850175776,0.4318777198688442,1.5877777078098658,0.005975811378669602,0.19454721069354447,linuxpc-intel-slurm-parallel.peta4,192.0,2.22513001025641,64000.0,20,0.006
283,AcOH,AcOH,DMCtm5,JoptLA,0.03,-57446.2610104629,0.0436185055224859,kcal/mol,1215.0,63905.79393018971,0.9022648763001916,1.632908113836896,0.02901317418052993,0.1938678643482168,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,4.024565591666667,64000.0,20,0.03
284,AcOH,AcOH,DMCtm5,JoptLA,0.04,-57447.1348637976,0.0500110350753912,kcal/mol,1220.0,63872.822842975205,1.070331176842519,1.6632234818269376,0.03813607265156833,0.1987909043911588,linuxpc-intel-slurm-parallel.peta4,64.0,7.026545835714284,64000.0,20,0.04
285,AcOH,AcOH,DMCtm5,JoptLA,0.02,-57445.885638045,0.0403575183611653,kcal/mol,1010.0,63939.35824,0.8548053986302602,1.5856764404082433,0.019604206599241666,0.17421912794276564,linuxpc-intel-slurm-parallel.peta4,64.0,6.6752317,64000.0,20,0.02
286,AcOH,AcOH,DMCtm5,JoptLA,0.003,-57446.8622780196,0.0407232859236951,kcal/mol,1021.5,63994.946616800036,0.31444518391672555,1.5769623149487084,0.002995305926986502,0.17627420410683253,linuxpc-intel-slurm-parallel.peta4,256.0,1.6697763574468083,64000.0,20,0.003
287,AcOH,AcOH,DMCtm5,JoptLA,0.01,-57446.102790955,0.0447599429486663,kcal/mol,1005.0,63960.64220100502,0.5817729859242454,1.5766970078672342,0.009919915891572335,0.19490177948655052,linuxpc-intel-slurm-parallel.peta4,192.0,2.216367162790698,64000.0,20,0.01
288,AcOH,AcOH,DMCtm5,JoptLA,0.06,-57449.9638253013,0.0435765409167909,kcal/mol,1230.0,63761.76324202036,1.2788598613517563,1.6839148858308752,0.05552241737045368,0.20829613959892382,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,4.014054665,64000.0,20,0.06
289,AcOH,AcOH,DMCtm5,Jopt,0.006,-57445.4371905131,0.0392213533728699,kcal/mol,1203.0,63985.34352446526,0.41631179118405914,1.5951862331380722,0.005975785965225888,0.20218806714306134,linuxpc-intel-slurm-parallel.peta4,256.0,1.6612019,64000.0,20,0.006
290,AcOH,AcOH,DMCtm5,Jopt,0.01,-57444.7474885948,0.041743149319072,kcal/mol,1005.0,63972.64325628141,0.5851508252087855,1.5606586416588306,0.009919847577917187,0.19071027015496334,linuxpc-intel-slurm-parallel.peta4,64.0,6.464360186666666,64000.0,20,0.01
291,AcOH,AcOH,DMCtm5,Jopt,0.06,-57445.4880486173,0.0427840757905071,kcal/mol,1230.0,63826.028967688,1.3161972416657983,1.6209334607791765,0.055521871861342754,0.2149480942677715,linuxpc-intel-slurm-parallel.peta4,64.0,6.628425275,64000.0,20,0.06
292,AcOH,AcOH,DMCtm5,Jopt,0.10,-57451.7178765556,0.0509610688749765,kcal/mol,1050.0,63643.62288461538,1.8035153017245742,1.6870189381705316,0.08701044802886525,0.27262231655007735,linuxpc-intel-slurm-parallel.peta4,64.0,6.813442820000001,64000.0,20,0.1
293,AcOH,AcOH,DMCtm5,Jopt,0.03,-57443.2505874307,0.0451424846681259,kcal/mol,1215.0,63932.486456206745,0.955310102555429,1.5993169394253004,0.029012719944911624,0.20499706254896616,linuxpc-intel-slurm-parallel.peta4,64.0,6.513495814285714,64000.0,20,0.03
294,AcOH,AcOH,DMCtm5,Jopt,0.003,-57446.0896953758,0.0464183981434541,kcal/mol,1021.5,63991.674261343076,0.32342765325490247,1.5912227298689459,0.002995300568586633,0.20832518262062202,linuxpc-intel-slurm-parallel.peta4,256.0,1.6487394827586206,64000.0,20,0.003
295,AcOH,AcOH,DMCtm5,Jopt,0.02,-57443.6533076227,0.0552178222054253,kcal/mol,1010.0,63964.51858,0.8575763566236076,1.6009832952125145,0.01960395625393103,0.19202727367676223,linuxpc-intel-slurm-parallel.peta4,64.0,6.49292825,64000.0,20,0.02
296,AcOH,AcOH,DMCdla5,Jopt,0.08,-57477.1901803709,0.0491310976467913,kcal/mol,1208.0,63891.43338898163,1.5047462886945562,1.5254290450883419,0.07192951656217923,0.3025379622489783,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9410342066666667,64000.0,20,0.08
297,AcOH,AcOH,DMCdla5,Jopt,0.06,-57474.1395201854,0.041721085664434,kcal/mol,1830.0,63934.430620116706,1.0685338098396515,1.5119341867876843,0.05560109365886986,0.29569655723686966,linuxpc-intel-slurm-parallel.peta4,160.0,1.2511176,64000.0,20,0.06
