,ene,err,name,i,dmc_type,Jas,Jas_mol,delta,tau
217,-7.984810783316789,0.06363447929823264,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jopt,0.21556999611493666,0.04
218,-7.970698370820173,0.05135622344521033,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jopt,0.21556999611493666,0.03
219,-7.8824252120175515,0.07121287748210435,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jopt,0.21556999611493666,0.02
220,-7.972173739410209,0.07106573628279485,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jopt,0.21556999611493666,0.01
221,-7.86716274551145,0.0644537003468632,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jopt,0.21556999611493666,0.003
222,-8.436979639311176,0.06202215717955712,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jdimer,0.21556999611493666,0.1
223,-7.9554564856152865,0.053575364509107846,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jdimer,0.21556999611493666,0.03
224,-7.95597781710967,0.07072096361422922,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jdimer,0.21556999611493666,0.01
225,-7.885393064712844,0.07103035327339198,19_MeOH-Pyridine,19,DMCdla5,Jopt,Jdimer,0.21556999611493666,0.003
226,-11.626014191439026,0.08450775936323206,20_AcOH-AcOH,20,DMCtm5,Jopt,JoptLA,-0.0015795505605638027,0.1
227,-13.931418304739054,0.07351187417259386,20_AcOH-AcOH,20,DMCtm5,Jopt,JoptLA,-0.0015795505605638027,0.06
228,-16.09351418333972,0.07899318098781628,20_AcOH-AcOH,20,DMCtm5,Jopt,JoptLA,-0.0015795505605638027,0.03
229,-18.188038243439223,0.12031580216747803,20_AcOH-AcOH,20,DMCtm5,Jopt,JoptLA,-0.0015795505605638027,0.01
230,-18.775825346136116,0.11720207645238793,20_AcOH-AcOH,20,DMCtm5,Jopt,JoptLA,-0.0015795505605638027,0.006
231,-19.138401700642135,0.226916957541375,20_AcOH-AcOH,20,DMCtm5,Jopt,JoptLA,-0.0015795505605638027,0.003
232,-19.174229018644837,0.08813674355829676,20_AcOH-AcOH,20,DMCtm5,Jopt,Jopt,-0.0015795505605638027,0.1
233,-19.3870483957362,0.07616945122106897,20_AcOH-AcOH,20,DMCtm5,Jopt,Jopt,-0.0015795505605638027,0.06
234,-19.470364046341274,0.07769223898671802,20_AcOH-AcOH,20,DMCtm5,Jopt,Jopt,-0.0015795505605638027,0.03
235,-19.740238538535777,0.08431571604121844,20_AcOH-AcOH,20,DMCtm5,Jopt,Jopt,-0.0015795505605638027,0.02
236,-19.8677677338419,0.08700557067393186,20_AcOH-AcOH,20,DMCtm5,Jopt,Jopt,-0.0015795505605638027,0.01
237,-19.71989976633631,0.1083410195392569,20_AcOH-AcOH,20,DMCtm5,Jopt,Jopt,-0.0015795505605638027,0.006
238,-20.37416858004144,0.23463555345303722,20_AcOH-AcOH,20,DMCtm5,Jopt,Jopt,-0.0015795505605638027,0.003
239,-18.407194988743868,0.07397589757070994,20_AcOH-AcOH,20,DMCtm5,JoptLA,JoptLA,-0.0015795505605638027,0.06
240,-19.103937215535552,0.07813227722635924,20_AcOH-AcOH,20,DMCtm5,JoptLA,JoptLA,-0.0015795505605638027,0.03
241,-19.500002049338946,0.12233934483112266,20_AcOH-AcOH,20,DMCtm5,JoptLA,JoptLA,-0.0015795505605638027,0.01
242,-19.833669508640014,0.1176885335259336,20_AcOH-AcOH,20,DMCtm5,JoptLA,JoptLA,-0.0015795505605638027,0.006
243,-19.633935048237618,0.20545191626617673,20_AcOH-AcOH,20,DMCtm5,JoptLA,JoptLA,-0.0015795505605638027,0.003
244,-23.862825079741015,0.07661738103292033,20_AcOH-AcOH,20,DMCtm5,JoptLA,Jopt,-0.0015795505605638027,0.06
245,-22.480787078537105,0.07681675664054075,20_AcOH-AcOH,20,DMCtm5,JoptLA,Jopt,-0.0015795505605638027,0.03
246,-21.179731539741624,0.08978302941425613,20_AcOH-AcOH,20,DMCtm5,JoptLA,Jopt,-0.0015795505605638027,0.01
247,-20.77774392884021,0.10886707818959346,20_AcOH-AcOH,20,DMCtm5,JoptLA,Jopt,-0.0015795505605638027,0.006
248,-20.869701927636925,0.21394631855169421,20_AcOH-AcOH,20,DMCtm5,JoptLA,Jopt,-0.0015795505605638027,0.003
249,-20.27141998193838,0.09839368401960653,20_AcOH-AcOH,20,DMCdla5,Jopt,Jopt,-0.0015795505605638027,0.1
250,-20.326628469738353,0.08352249686492486,20_AcOH-AcOH,20,DMCdla5,Jopt,Jopt,-0.0015795505605638027,0.05
251,-20.488859756042075,0.08354316490802705,20_AcOH-AcOH,20,DMCdla5,Jopt,Jopt,-0.0015795505605638027,0.04
252,-20.391318663634593,0.07941306791323671,20_AcOH-AcOH,20,DMCdla5,Jopt,Jopt,-0.0015795505605638027,0.03
253,-20.5400768538384,0.08633476225277421,20_AcOH-AcOH,20,DMCdla5,Jopt,Jopt,-0.0015795505605638027,0.02
254,-20.230051978440315,0.09635484579366539,20_AcOH-AcOH,20,DMCdla5,Jopt,Jopt,-0.0015795505605638027,0.01
255,-20.26431221293751,0.08069928642117187,20_AcOH-AcOH,20,DMCdla5,Jopt,Jopt,-0.0015795505605638027,0.003
256,-21.187945086341642,0.0921801334241296,20_AcOH-AcOH,20,DMCdla5,Jopt,Jdimer,-0.0015795505605638027,0.1
257,-20.971640257834224,0.08192213405072299,20_AcOH-AcOH,20,DMCdla5,Jopt,Jdimer,-0.0015795505605638027,0.03
258,-20.576279360844637,0.09028819460349465,20_AcOH-AcOH,20,DMCdla5,Jopt,Jdimer,-0.0015795505605638027,0.01
259,-20.361866598541383,0.08697818563068645,20_AcOH-AcOH,20,DMCdla5,Jopt,Jdimer,-0.0015795505605638027,0.003
260,-18.483921627957898,0.08293877283490345,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jopt,-0.0016018896421883255,0.1
261,-17.72264208766137,0.07374977628104018,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jopt,-0.0016018896421883255,0.05
262,-17.466341643958003,0.07728995424271552,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jopt,-0.0016018896421883255,0.04
263,-17.240837537457992,0.07939678046975875,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jopt,-0.0016018896421883255,0.03
264,-17.140399835960125,0.08792270665491685,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jopt,-0.0016018896421883255,0.02
265,-17.005752609555202,0.080091805155695,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jopt,-0.0016018896421883255,0.01
266,-16.928975643459125,0.09215158942771723,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jopt,-0.0016018896421883255,0.003
267,-19.02190468236222,0.09755601591292871,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jdimer,-0.0016018896421883255,0.1
268,-17.50268576725648,0.0795655146026701,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jdimer,-0.0016018896421883255,0.03
269,-17.0801859433559,0.08616630238279277,21_AcNH2-AcNH2,21,DMCdla5,Jopt,Jdimer,-0.0016018896421883255,0.01
270,-21.50026324130158,0.09357619953393168,22_AcOH-Uracil,22,DMCdla5,Jopt,Jopt,0.4594079983071424,0.1
271,-20.881598590305657,0.0833957124506845,22_AcOH-Uracil,22,DMCdla5,Jopt,Jopt,0.4594079983071424,0.05
272,-20.866635420912644,0.10112653511097709,22_AcOH-Uracil,22,DMCdla5,Jopt,Jopt,0.4594079983071424,0.04
273,-20.620787323110562,0.06985990492997106,22_AcOH-Uracil,22,DMCdla5,Jopt,Jopt,0.4594079983071424,0.03
274,-20.615444257608033,0.09127334894944394,22_AcOH-Uracil,22,DMCdla5,Jopt,Jopt,0.4594079983071424,0.02
275,-20.597616265404213,0.08287521619348016,22_AcOH-Uracil,22,DMCdla5,Jopt,Jopt,0.4594079983071424,0.01
276,-20.391771871305536,0.08205854487724827,22_AcOH-Uracil,22,DMCdla5,Jopt,Jopt,0.4594079983071424,0.003
277,-22.10623936240154,0.09083107131657674,22_AcOH-Uracil,22,DMCdla5,Jopt,Jdimer,0.4594079983071424,0.1
278,-20.941816284008382,0.0713140850907068,22_AcOH-Uracil,22,DMCdla5,Jopt,Jdimer,0.4594079983071424,0.03
279,-20.803890707211394,0.08109143543541138,22_AcOH-Uracil,22,DMCdla5,Jopt,Jdimer,0.4594079983071424,0.01
280,-20.4929626314115,0.0781077103704699,22_AcOH-Uracil,22,DMCdla5,Jopt,Jdimer,0.4594079983071424,0.003
281,-21.59905986757076,0.09874364104478564,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jopt,0.5568562649714295,0.1
282,-20.678669248671213,0.07942022274262522,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jopt,0.5568562649714295,0.05
283,-20.4402161208709,0.09459072720872745,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jopt,0.5568562649714295,0.04
284,-20.208560104569187,0.06827713585953832,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jopt,0.5568562649714295,0.03
285,-20.092806940767332,0.0907332327906,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jopt,0.5568562649714295,0.02
286,-19.982656723870605,0.07288413763614417,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jopt,0.5568562649714295,0.01
287,-19.672093929671973,0.12313144608728503,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jopt,0.5568562649714295,0.003
288,-22.015764963674883,0.10099358449258182,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jdimer,0.5568562649714295,0.1
289,-20.370352383266436,0.06908375434883311,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jdimer,0.5568562649714295,0.03
290,-20.053034141375974,0.07453304716647989,23_AcNH2-Uracil,23,DMCdla5,Jopt,Jdimer,0.5568562649714295,0.01
291,-1.1887223184967297,0.05536709902956411,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jopt,0.00017475959612056613,0.7
292,-2.184794696098834,0.09632179999092885,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jopt,0.00017475959612056613,0.1
293,-2.234228822591831,0.06246230652609906,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jopt,0.00017475959612056613,0.06
294,-2.309192301792791,0.0749807442699974,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jopt,0.00017475959612056613,0.05
295,-2.307334560799063,0.08181617551692588,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jopt,0.00017475959612056613,0.04
296,-2.2558242777959094,0.049013637314346784,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jopt,0.00017475959612056613,0.03
297,-2.3115073395965737,0.09527973885145129,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jopt,0.00017475959612056613,0.02
298,-2.3572053883981425,0.08682480903607903,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jopt,0.00017475959612056613,0.01
299,-2.3348218457977055,0.10067550002520828,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jopt,0.00017475959612056613,0.003
300,-3.002514637701097,0.05567165682851642,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jdimer,0.00017475959612056613,0.7
301,-2.550167049499578,0.08952629992969229,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jdimer,0.00017475959612056613,0.1
302,-2.55675643759605,0.07230005169543126,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jdimer,0.00017475959612056613,0.06
303,-2.345746535997023,0.04942993860661146,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jdimer,0.00017475959612056613,0.03
304,-2.3842061415998614,0.05844681423283717,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jdimer,0.00017475959612056613,0.01
305,-2.363349905994255,0.08303178760584047,24_Benzene-Benzene_pi-pi,24,DMCdla5,Jopt,Jdimer,0.00017475959612056613,0.003
306,-4.344755889025691,0.0865184726550039,25_Pyridine-Pyridine_pi-pi,25,DMCdla,Jopt,Jdimer,-0.003356199769768864,0.1
307,-3.3286300705294707,0.08556763651047386,25_Pyridine-Pyridine_pi-pi,25,DMCdla,Jopt,Jdimer,-0.003356199769768864,0.01
308,-4.193355073330167,0.09465780119623077,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jopt,-0.003356199769768864,0.1
309,-3.728339389526809,0.08490889198130408,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jopt,-0.003356199769768864,0.06
310,-3.689170268633461,0.08383005976569406,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jopt,-0.003356199769768864,0.05
311,-3.487279980428866,0.09074763290296482,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jopt,-0.003356199769768864,0.04
312,-3.521634843928041,0.04738719120689251,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jopt,-0.003356199769768864,0.03
313,-3.5673557749323663,0.10513566178765547,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jopt,-0.003356199769768864,0.02
314,-3.5642234235274373,0.10200459484147577,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jopt,-0.003356199769768864,0.01
315,-3.5274586870291387,0.08444731121703263,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jopt,-0.003356199769768864,0.003
316,-3.7434265513293212,0.09326821277651404,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jdimer,-0.003356199769768864,0.1
317,-3.4510192391244345,0.05306422518581679,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jdimer,-0.003356199769768864,0.03
318,-3.5085145067278063,0.10168655149105318,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jdimer,-0.003356199769768864,0.01
319,-3.48764099762775,0.10574686815017093,25_Pyridine-Pyridine_pi-pi,25,DMCdla5,Jopt,Jdimer,-0.003356199769768864,0.003
320,-4.88513983523444,0.0899455531164017,25_Pyridine-Pyridine_pi-pi,25,DMC,Jopt,Jdimer,-0.003356199769768864,0.1
321,-3.9483282477303874,0.1310260413050311,25_Pyridine-Pyridine_pi-pi,25,DMC,Jopt,Jdimer,-0.003356199769768864,0.03
322,-10.691749162302585,0.11389556615079159,26_Uracil-Uracil_pi-pi,26,DMCdla,Jopt,Jdimer,0.0,0.1
323,-9.317848682301701,0.13834634575456836,26_Uracil-Uracil_pi-pi,26,DMCdla,Jopt,Jdimer,0.0,0.01
324,-9.589160002797144,0.1310871935210759,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jopt,0.0,0.1
325,-9.619535391204408,0.11618120127731299,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jopt,0.0,0.06
326,-9.463951454599737,0.11358017578993462,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jopt,0.0,0.05
327,-9.258950647403253,0.16939158869756357,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jopt,0.0,0.04
328,-9.395859037700575,0.06063483546624622,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jopt,0.0,0.03
329,-9.246894061390776,0.12827285397803623,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jopt,0.0,0.02
330,-9.353436033197795,0.07578978186415576,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jopt,0.0,0.01
331,-9.290933073294582,0.11118346679262978,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jopt,0.0,0.003
332,-9.884587140593794,0.1278401578194554,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jdimer,0.0,0.1
333,-9.457595365296584,0.06397618495961106,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jdimer,0.0,0.03
334,-9.41975753440056,0.07554116113495006,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jdimer,0.0,0.01
335,-9.39576020790264,0.09368976395045177,26_Uracil-Uracil_pi-pi,26,DMCdla5,Jopt,Jdimer,0.0,0.003
336,-3.3168548105277296,0.07846724639269373,27_Benzene-Pyridine_pi-pi,27,DMCdla5,Jopt,Jopt,-0.007391295075649396,0.1
337,-3.06397768701936,0.06845183669905978,27_Benzene-Pyridine_pi-pi,27,DMCdla5,Jopt,Jopt,-0.007391295075649396,0.05
338,-3.0162797249286086,0.07002742617821557,27_Benzene-Pyridine_pi-pi,27,DMCdla5,Jopt,Jopt,-0.007391295075649396,0.04
339,-2.9833334546237893,0.03516691760623186,27_Benzene-Pyridine_pi-pi,27,DMCdla5,Jopt,Jopt,-0.007391295075649396,0.03
340,-2.9738620333300787,0.0808109049494615,27_Benzene-Pyridine_pi-pi,27,DMCdla5,Jopt,Jopt,-0.007391295075649396,0.02
341,-3.0593366406210407,0.08249053702123596,27_Benzene-Pyridine_pi-pi,27,DMCdla5,Jopt,Jopt,-0.007391295075649396,0.01
342,-3.2745767262276786,0.07600059940328678,27_Benzene-Pyridine_pi-pi,27,DMCdla5,Jopt,Jdimer,-0.007391295075649396,0.1
343,-2.992986781322543,0.03727632179969456,27_Benzene-Pyridine_pi-pi,27,DMCdla5,Jopt,Jdimer,-0.007391295075649396,0.03
344,-3.0449825588220847,0.07588058843899535,27_Benzene-Pyridine_pi-pi,27,DMCdla5,Jopt,Jdimer,-0.007391295075649396,0.01
345,-5.517838541112724,0.10262302351479403,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jopt,-0.2951548210985493,0.1
346,-5.2703275922031025,0.07986643418270369,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jopt,-0.2951548210985493,0.05
347,-5.1272264058934525,0.09907923851169115,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jopt,-0.2951548210985493,0.04
348,-5.070584899905953,0.07369218845831525,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jopt,-0.2951548210985493,0.03
349,-5.026729582299595,0.09026027550695646,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jopt,-0.2951548210985493,0.02
350,-5.186591703895829,0.08673265177389573,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jopt,-0.2951548210985493,0.01
351,-5.080133350500546,0.08743257662023342,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jopt,-0.2951548210985493,0.003
352,-5.848238286707783,0.10002782449517718,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jdimer,-0.2951548210985493,0.1
353,-5.146414192808152,0.07446392703339998,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jdimer,-0.2951548210985493,0.03
354,-5.233252831094433,0.08051408286030431,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jdimer,-0.2951548210985493,0.01
355,-5.14681094790285,0.0770593145676939,28_Benzene-Uracil_pi-pi,28,DMCdla5,Jopt,Jdimer,-0.2951548210985493,0.003
356,-6.306117807071132,0.09697653090795473,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jopt,-0.225538195023546,0.1
357,-6.306961728776514,0.08203241876023018,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jopt,-0.225538195023546,0.05
358,-6.166870183165884,0.12238159886023102,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jopt,-0.225538195023546,0.04
359,-6.341400359066029,0.07054464779788545,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jopt,-0.225538195023546,0.03
360,-6.3877115653813235,0.10003341533369096,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jopt,-0.225538195023546,0.02
361,-6.487310888071079,0.08338092125442771,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jopt,-0.225538195023546,0.01
362,-6.311286586365895,0.08357490009109897,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jopt,-0.225538195023546,0.003
363,-6.2288671149653965,0.09554567496890846,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jdimer,-0.225538195023546,0.1
364,-6.336960720465868,0.07227175175296867,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jdimer,-0.225538195023546,0.03
365,-6.492617180272646,0.08322725739341268,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jdimer,-0.225538195023546,0.01
366,-6.343791308965592,0.08427057023925306,29_Pyridine-Uracil_pi-pi,29,DMCdla5,Jopt,Jdimer,-0.225538195023546,0.003
367,-0.9681754724661005,0.06226985457061834,30_Benzene-Ethene,30,DMCdla5,Jopt,Jopt,-0.005731047625886276,0.1
368,-1.0274053665143583,0.05262505171208218,30_Benzene-Ethene,30,DMCdla5,Jopt,Jopt,-0.005731047625886276,0.05
369,-1.2008979126367194,0.05706002835594454,30_Benzene-Ethene,30,DMCdla5,Jopt,Jopt,-0.005731047625886276,0.04
370,-1.1518384340924968,0.04669558522935385,30_Benzene-Ethene,30,DMCdla5,Jopt,Jopt,-0.005731047625886276,0.03
371,-1.136954551713643,0.06099997681505283,30_Benzene-Ethene,30,DMCdla5,Jopt,Jopt,-0.005731047625886276,0.01
372,-1.105148381617255,0.05729139811637657,30_Benzene-Ethene,30,DMCdla5,Jopt,Jopt,-0.005731047625886276,0.003
373,-1.3714853684759873,0.0599882633862994,30_Benzene-Ethene,30,DMCdla5,Jopt,Jdimer,-0.005731047625886276,0.1
374,-1.2286874410438031,0.04798563411321846,30_Benzene-Ethene,30,DMCdla5,Jopt,Jdimer,-0.005731047625886276,0.03
375,-1.153785492573661,0.05282727570657245,30_Benzene-Ethene,30,DMCdla5,Jopt,Jdimer,-0.005731047625886276,0.01
376,-1.1470381707349588,0.048938593924180075,30_Benzene-Ethene,30,DMCdla5,Jopt,Jdimer,-0.005731047625886276,0.003
377,-4.055690463486826,0.08004488061290074,31_Uracil-Ethene,31,DMCdla5,Jopt,Jopt,-0.318069285407546,0.1
378,-3.4749133319364773,0.0696057570299472,31_Uracil-Ethene,31,DMCdla5,Jopt,Jopt,-0.318069285407546,0.05
379,-3.406835647252592,0.0938707107123597,31_Uracil-Ethene,31,DMCdla5,Jopt,Jopt,-0.318069285407546,0.04
380,-3.363739536009234,0.0637653611236192,31_Uracil-Ethene,31,DMCdla5,Jopt,Jopt,-0.318069285407546,0.03
381,-3.305550516828589,0.06048337364788086,31_Uracil-Ethene,31,DMCdla5,Jopt,Jopt,-0.318069285407546,0.01
382,-3.2154407147299935,0.10372316923987711,31_Uracil-Ethene,31,DMCdla5,Jopt,Jopt,-0.318069285407546,0.003
383,-4.424027751694666,0.07895432840134377,31_Uracil-Ethene,31,DMCdla5,Jopt,Jdimer,-0.318069285407546,0.1
384,-3.426495577657988,0.06543707951983747,31_Uracil-Ethene,31,DMCdla5,Jopt,Jdimer,-0.318069285407546,0.03
385,-3.34204183168913,0.0612305946007909,31_Uracil-Ethene,31,DMCdla5,Jopt,Jdimer,-0.318069285407546,0.01
386,-3.2954800410534517,0.09892168264669174,31_Uracil-Ethene,31,DMCdla5,Jopt,Jdimer,-0.318069285407546,0.003
387,-3.8033999508143097,0.08917273758280597,32_Uracil-Ethyne,32,DMCdla5,Jopt,Jopt,-0.24571636973996647,0.1
388,-3.7357224739944286,0.0722449768567099,32_Uracil-Ethyne,32,DMCdla5,Jopt,Jopt,-0.24571636973996647,0.05
389,-3.5284935466870593,0.09617024959097266,32_Uracil-Ethyne,32,DMCdla5,Jopt,Jopt,-0.24571636973996647,0.04
390,-3.6107560975660817,0.05726287483670264,32_Uracil-Ethyne,32,DMCdla5,Jopt,Jopt,-0.24571636973996647,0.03
391,-3.5576152801868375,0.06804535334218079,32_Uracil-Ethyne,32,DMCdla5,Jopt,Jopt,-0.24571636973996647,0.01
392,-4.013543268622925,0.0885336335901648,32_Uracil-Ethyne,32,DMCdla5,Jopt,Jdimer,-0.24571636973996647,0.1
393,-3.671507652104083,0.05878614977661577,32_Uracil-Ethyne,32,DMCdla5,Jopt,Jdimer,-0.24571636973996647,0.03
394,-3.6457522799983053,0.06749917973925051,32_Uracil-Ethyne,32,DMCdla5,Jopt,Jdimer,-0.24571636973996647,0.01
395,-1.353573098043853,0.06299943553844073,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jopt,-0.016118544044729788,0.1
396,-1.5169625328981056,0.05693654298381465,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jopt,-0.016118544044729788,0.05
397,-1.3894826517134788,0.12151087964393589,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jopt,-0.016118544044729788,0.04
398,-1.587217152278754,0.046305997110936005,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jopt,-0.016118544044729788,0.03
399,-1.6656159726971964,0.06650594605148095,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jopt,-0.016118544044729788,0.01
400,-1.5964597606925963,0.0847276882746901,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jopt,-0.016118544044729788,0.003
401,-1.3492325563529448,0.06277287291834767,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jdimer,-0.016118544044729788,0.1
402,-1.5837972277277004,0.048976624514447675,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jdimer,-0.016118544044729788,0.03
403,-1.6410920785565395,0.06713567186103028,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jdimer,-0.016118544044729788,0.01
404,-1.604176675011331,0.09008077160827159,33_Pyridine-Ethene,33,DMCdla5,Jopt,Jdimer,-0.016118544044729788,0.003
405,-3.294053795572836,0.08003158972661008,34_Pentane-Pentane,34,DMCdla5,Jopt,Jopt,-0.000281246830127202,0.1
406,-3.309740432770923,0.07756358785145373,34_Pentane-Pentane,34,DMCdla5,Jopt,Jopt,-0.000281246830127202,0.05
407,-3.3661876568730804,0.16227171076652377,34_Pentane-Pentane,34,DMCdla5,Jopt,Jopt,-0.000281246830127202,0.04
408,-3.58633099047438,0.06976466170250616,34_Pentane-Pentane,34,DMCdla5,Jopt,Jopt,-0.000281246830127202,0.03
409,-3.5120492412752355,0.08846055874984735,34_Pentane-Pentane,34,DMCdla5,Jopt,Jopt,-0.000281246830127202,0.01
410,-3.6083319043682422,0.10907181495708826,34_Pentane-Pentane,34,DMCdla5,Jopt,Jopt,-0.000281246830127202,0.003
411,-3.599438719371392,0.08705316232639616,34_Pentane-Pentane,34,DMCdla5,Jopt,Jdimer,-0.000281246830127202,0.1
412,-3.4356792746693827,0.07775915295363102,34_Pentane-Pentane,34,DMCdla5,Jopt,Jdimer,-0.000281246830127202,0.03
413,-3.606335272270371,0.08631493415018043,34_Pentane-Pentane,34,DMCdla5,Jopt,Jdimer,-0.000281246830127202,0.01
414,-3.534302695770748,0.11259057372695096,34_Pentane-Pentane,34,DMCdla5,Jopt,Jdimer,-0.000281246830127202,0.003
415,-2.5210847949929303,0.0675923035631067,35_Neopentane-Pentane,35,DMCdla5,Jopt,Jopt,0.0008313159924000502,0.1
416,-2.3021756532907602,0.06545856600893696,35_Neopentane-Pentane,35,DMCdla5,Jopt,Jopt,0.0008313159924000502,0.05
417,-2.5702140311987023,0.06672866149017774,35_Neopentane-Pentane,35,DMCdla5,Jopt,Jopt,0.0008313159924000502,0.03
418,-2.4020255557916244,0.07618666559692269,35_Neopentane-Pentane,35,DMCdla5,Jopt,Jopt,0.0008313159924000502,0.01
419,-2.4799114873894723,0.10841804366917833,35_Neopentane-Pentane,35,DMCdla5,Jopt,Jopt,0.0008313159924000502,0.003
420,-3.0015520310917054,0.07208808685133156,35_Neopentane-Pentane,35,DMCdla5,Jopt,Jdimer,0.0008313159924000502,0.1
421,-2.605556940394308,0.0689377303157626,35_Neopentane-Pentane,35,DMCdla5,Jopt,Jdimer,0.0008313159924000502,0.03
