,mol1,mol2,dmc_type,dmc_Jas,ene,err,units,TotTimeSim[au],Pop,Pop-err,Var[au],tau_eff[au],corr-time[au],machine,N_MPI,cost,target_weight,ID,tau[au],name,ref1,delta1,ref2,delta2,mol_Jas,ene1,err1,ene2,err2,Eb,Eberr,tau
269,MeOH,Pyridine,DMCdla5,Jopt,-41031.0614345672,0.0539982239912304,kcal/mol,1100.0,63794.79926605504,2.3283332194314443,1.0272245933749065,0.1593908237067823,0.5407516498218212,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8726969000000001,64000.0,19,0.2,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15111.6290983019,0.0288506144860784,-25910.140679736,0.0405786718611577,-9.507226525416627,0.07344926657528256,0.2
270,MeOH,Pyridine,DMCdla5,Jopt,-41026.7383257588,0.049882000999071,kcal/mol,1136.0,63830.17677987779,1.9088591518217275,0.97602999920481,0.133966552197089,0.475250143757961,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8816766428571428,64000.0,19,0.16,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15109.3782156265,0.0272523297348984,-25908.4689243008,0.0333969585512262,-9.106755827615416,0.06592617340725358,0.16
271,MeOH,Pyridine,DMCdla5,Jopt,-41023.5787586602,0.0451557924962084,kcal/mol,1313.0,63880.48997306196,1.7020913344830606,0.973696231479899,0.1129470164190775,0.4319815142629043,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.86708613,64000.0,19,0.13,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15107.8015098019,0.0275625947762524,-25907.2764335813,0.0320563040708695,-8.716385273113701,0.06185748828916812,0.13
272,MeOH,Pyridine,DMCdla5,Jopt,-41020.7255302555,0.041829324884158,kcal/mol,1050.0,63909.55942307692,1.5828500878987133,0.953221376750742,0.0901237875051723,0.3486648380374637,linuxpc-intel-slurm-parallel.peta4,64.0,2.8233275,64000.0,19,0.1,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15106.3503007228,0.0275101841805505,-25906.2060947223,0.0384654694427384,-8.384704806514492,0.0631355287723362,0.1
273,MeOH,Pyridine,DMCdla5,Jopt,-41019.0686986641,0.0445582210956283,kcal/mol,1208.0,63937.36594323873,1.371213076626781,0.9889351265174668,0.0738516046135257,0.3730116138320534,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.8703261625000002,64000.0,19,0.08,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15105.4173960072,0.0250301503375603,-25905.6527287342,0.0396395860315283,-8.214143918816262,0.06467797363769753,0.08
274,MeOH,Pyridine,DMCdla5,Jopt,-41017.6398585716,0.04210100182368,kcal/mol,1230.0,63937.18678994737,1.1890008584487075,0.96485740319447,0.0567007596005261,0.3535523289680005,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,1.01134251,64000.0,19,0.06,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15104.6073820862,0.0237594284172567,-25905.1288356434,0.0339510964979006,-8.119210838114668,0.05907352830737309,0.06
275,MeOH,Pyridine,DMCdla5,Jopt,-41017.1463966997,0.0495825407636522,kcal/mol,1275.0,63964.2452173913,1.0834097932811697,1.0063461579826036,0.047789677678406,0.3483909649828254,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.868939144,64000.0,19,0.05,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15104.2390591655,0.0228671116748147,-25905.0402500905,0.0344437763821499,-8.08265743981974,0.06455777936384759,0.05
276,MeOH,Pyridine,DMCdla5,Jopt,-41016.6888678691,0.0471856699039707,kcal/mol,1220.0,63966.61418181818,0.9884132059623648,1.0223888116858777,0.0386542670529393,0.3728837089665927,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.4836160366666667,64000.0,19,0.04,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15103.954103861,0.0222738325664351,-25904.9655232209,0.036424385980729,-7.984810783316789,0.06363447929823264,0.04
277,MeOH,Pyridine,DMCdla5,Jopt,-41016.4460510506,0.0426816383544397,kcal/mol,1215.0,63989.91086988996,0.8377933976245446,0.985558178784358,0.0292963427126832,0.3382022211839675,linuxpc-intel-slurm-parallel.peta4,128.0,1.4418500024999998,64000.0,19,0.03,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15103.7383571603,0.022052214208195,-25904.9525655156,0.0181504623205936,-7.970698370820173,0.0513562234452124,0.03
278,MeOH,Pyridine,DMCdla5,Jopt,-41016.2831528647,0.0487669414239438,kcal/mol,1010.0,63972.8658,0.7623597914739698,0.9964238144796036,0.0197218221094508,0.3330105526146845,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.484519192,64000.0,19,0.02,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15103.6301648327,0.0267351190822,-25904.9861328161,0.0444780030025565,-7.8824252120175515,0.07121287748210435,0.02
279,MeOH,Pyridine,DMCdla5,Jopt,-41016.6188170294,0.0521188596090568,kcal/mol,1005.0,63977.74968844221,0.5632659006471156,1.0177603612046702,0.0099446829761425,0.3336520551674156,linuxpc-intel-slurm-parallel.peta4,256.0,0.737283895,64000.0,19,0.01,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15103.6334147337,0.0247887058531794,-25905.2287985524,0.0414666541764792,-7.972173739410209,0.07106573628279485,0.01
280,MeOH,Pyridine,DMCdla5,Jopt,-41016.9814344219,0.049228172984772,kcal/mol,1201.5,64002.23849221736,0.2860686088049658,1.0196201997554295,0.0029968125325117,0.3287939191282196,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.7199925281249997,64000.0,19,0.003,19_MeOH-Pyridine,55_2,0.20750507655611727,25_1,0.008064919558819383,Jopt,-15103.783094644,0.0241259955292621,-25905.5467470285,0.0338939937556285,-7.86716274551145,0.0644537003468629,0.003
281,AcOH,AcOH,DMCdla5,Jopt,-57519.8120346199,0.0620708520703079,kcal/mol,1650.0,63403.69063300402,3.1622234576070465,1.4880085308765965,0.1940671327754329,0.5975314859909446,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.92344044,64000.0,20,0.3,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28750.4800399658,0.0438860420715174,,,-18.850375137735682,0.10750222989104008,0.3
282,AcOH,AcOH,DMCdla5,Jopt,-57509.9979484707,0.0652811408437663,kcal/mol,1275.0,63470.79051383399,2.550942921690896,1.4883558161139467,0.1738588338666297,0.5612853842209864,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9152994,64000.0,20,0.25,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28745.3698118626,0.0433814317547018,,,-19.25674519493623,0.10857910404039559,0.25
283,AcOH,AcOH,DMCdla5,Jopt,-57500.087539128,0.0602278675716842,kcal/mol,1100.0,63621.09229357798,2.727986987511128,1.4865000992773512,0.1497772877300889,0.4750212153001423,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9284906200000002,64000.0,20,0.2,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28740.2396529756,0.0416616481943289,,,-19.606653626236948,0.10281132113393177,0.2
284,AcOH,AcOH,DMCdla5,Jopt,-57492.1771827791,0.0521859378389102,kcal/mol,1136.0,63706.7781725167,2.120427655660841,1.5035841932183112,0.1272819288304058,0.3727138828705558,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9478182142857144,64000.0,20,0.16,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28736.1593441212,0.0428328897505312,,,-19.856914986143238,0.10030951044467938,0.16
285,AcOH,AcOH,DMCdla5,Jopt,-57486.3042141293,0.0522566111926302,kcal/mol,1313.0,63773.8118327846,1.811972065323612,1.523938572457433,0.1082654661881273,0.3830853948702516,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.936767,64000.0,20,0.13,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28733.1274133772,0.0333145529089173,,,-20.047807824339543,0.0846769812606822,0.13
286,AcOH,AcOH,DMCdla5,Jopt,-57480.6228314267,0.0539083417851622,kcal/mol,1050.0,63847.45798076923,1.804296459213736,1.5364627307566492,0.0872043840109759,0.3558147237937716,linuxpc-intel-slurm-parallel.peta4,64.0,3.03044311,64000.0,20,0.1,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28730.1749159471,0.0411558250461715,,,-20.27141998193838,0.09839368401960653,0.1
287,AcOH,AcOH,DMCdla5,Jopt,-57477.1901803709,0.0491310976467913,kcal/mol,1208.0,63891.43338898163,1.5047462886945562,1.525429045088342,0.0719295165621792,0.3025379622489783,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9410342066666668,64000.0,20,0.08,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28728.5042626439,0.0363212787190442,,,-20.180075532538467,0.08769724001999443,0.08
288,AcOH,AcOH,DMCdla5,Jopt,-57474.1395201854,0.041721085664434,kcal/mol,1830.0,63934.43062011671,1.0685338098396515,1.5119341867876843,0.0556010936588698,0.2956965572368696,linuxpc-intel-slurm-parallel.peta4,160.0,1.2511176,64000.0,20,0.06,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28726.9127741466,0.0359751198265524,,,-20.312392341642408,0.08317142523221696,0.06
289,AcOH,AcOH,DMCdla5,Jopt,-57472.9004192013,0.0454072692874176,kcal/mol,1275.0,63944.537075098815,1.1460788782988116,1.5131963144269716,0.0470254515250222,0.2802233893750273,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.92965828,64000.0,20,0.05,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28726.2861055905,0.0350506325849168,,,-20.326628469738353,0.08352249686492486,0.05
290,AcOH,AcOH,DMCdla5,Jopt,-57471.7693038224,0.0548148312036113,kcal/mol,1220.0,63967.90300826446,1.0855718504560867,1.557947674322329,0.0381692299883251,0.3080643707263966,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.5051876066666667,64000.0,20,0.04,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28725.6394322579,0.0315229863867997,,,-20.488859756042075,0.08354316490802725,0.04
291,AcOH,AcOH,DMCdla5,Jopt,-57470.8343321854,0.0484722880746384,kcal/mol,1215.0,63973.582208833344,0.979340056536059,1.552872772625108,0.0290301939638083,0.2791024656612197,linuxpc-intel-slurm-parallel.peta4,96.0,2.0339868800000005,64000.0,20,0.03,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28725.2207169856,0.0314518387546802,,,-20.391318663634593,0.07941306791323671,0.03
292,AcOH,AcOH,DMCdla5,Jopt,-57470.4488266894,0.0534538736378294,kcal/mol,1010.0,63978.8804,0.8545136091291722,1.5671404304149616,0.0196103890163287,0.2612390274565617,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.5019909100000002,64000.0,20,0.02,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28724.9535851425,0.0338982837557966,,,-20.5400768538384,0.08633476225277421,0.02
293,AcOH,AcOH,DMCdla5,Jopt,-57470.2652521826,0.0564877744424815,kcal/mol,1005.0,63984.650934673366,0.6266614912920611,1.5716494122609057,0.009920927549404,0.261197899226709,linuxpc-intel-slurm-parallel.peta4-knl,320.0,4.506996094444444,64000.0,20,0.01,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28725.0168103268,0.039030077012659,,,-20.230051978440315,0.09635484579366539,0.01
294,AcOH,AcOH,DMCdla5,Jopt,-57470.5772890793,0.0422876087775837,kcal/mol,1351.5,64000.22936672287,0.2928724727351994,1.5681905104481964,0.0029953473183789,0.256750690857704,linuxpc-intel-slurm-parallel.peta4-cclake,56.0,3.595096377272727,64000.0,20,0.003,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28725.1556986579,0.0343661642199139,,,-20.26431221293751,0.08069928642117187,0.003
295,AcOH,AcOH,DMCtm5,Jopt,-57451.7178765556,0.0509610688749765,kcal/mol,1050.0,63643.62288461538,1.8035153017245744,1.6870189381705316,0.0870104480288652,0.2726223165500773,linuxpc-intel-slurm-parallel.peta4,64.0,6.813442820000001,64000.0,20,0.1,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28716.2710339932,0.0359550240723771,,,-19.174229018644837,0.08813674355829676,0.1
296,AcOH,AcOH,DMCtm5,Jopt,-57445.4880486173,0.0427840757905071,kcal/mol,1230.0,63826.028967688,1.3161972416657983,1.6209334607791763,0.0555218718613427,0.2149480942677715,linuxpc-intel-slurm-parallel.peta4,64.0,6.628425275,64000.0,20,0.06,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28713.0497103355,0.0315091580261634,,,-19.3870483957362,0.07616945122106897,0.06
297,AcOH,AcOH,DMCtm5,Jopt,-57443.2505874307,0.0451424846681259,kcal/mol,1215.0,63932.486456206745,0.955310102555429,1.5993169394253004,0.0290127199449116,0.2049970625489661,linuxpc-intel-slurm-parallel.peta4,64.0,6.513495814285714,64000.0,20,0.03,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28711.8893219169,0.0316158191288691,,,-19.470364046341274,0.07769223898671888,0.03
298,AcOH,AcOH,DMCtm5,Jopt,-57443.6533076227,0.0552178222054253,kcal/mol,1010.0,63964.51858,0.8575763566236076,1.6009832952125145,0.019603956253931,0.1920272736767622,linuxpc-intel-slurm-parallel.peta4,64.0,6.49292825,64000.0,20,0.02,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28711.9557447668,0.0318595828693402,,,-19.740238538535777,0.08431571604121844,0.02
299,AcOH,AcOH,DMCtm5,Jopt,-57444.7474885948,0.041743149319072,kcal/mol,1005.0,63972.64325628141,0.5851508252087855,1.5606586416588306,0.0099198475779171,0.1907102701549633,linuxpc-intel-slurm-parallel.peta4,64.0,6.464360186666666,64000.0,20,0.01,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28712.4481162259,0.0316121982888249,,,-19.849676592442847,0.07576156570242115,0.01
300,AcOH,AcOH,DMCtm5,Jopt,-57445.4371905131,0.0392213533728699,kcal/mol,1203.0,63985.34352446526,0.4163117911840591,1.5951862331380722,0.0059757859652258,0.2021880671430613,linuxpc-intel-slurm-parallel.peta4,256.0,1.6612019,64000.0,20,0.006,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28712.7797363305,0.0279249801177196,,,-19.87613830153714,0.06824611797530811,0.006
301,AcOH,AcOH,DMCtm5,Jopt,-57446.0896953758,0.0464183981434541,kcal/mol,1021.5,63991.67426134308,0.3234276532549024,1.591222729868946,0.0029953005685866,0.208325182620622,linuxpc-intel-slurm-parallel.peta4,256.0,1.6487394827586206,64000.0,20,0.003,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,Jopt,-28713.0502912808,0.03440107954708,,,-19.98753326363658,0.08299641427328248,0.003
302,AcOH,AcOH,DMCtm5,JoptLA,-57458.0510002242,0.054024992454103,kcal/mol,1050.0,63556.28519230769,1.9373176078364425,1.7843437770171833,0.0870085555827926,0.2699497832085665,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,4.03806252,64000.0,20,0.1,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,JoptLA,-28720.0451414068,0.0337065678010749,,,-17.959137860038027,0.08638999167368708,0.1
303,AcOH,AcOH,DMCtm5,JoptLA,-57449.9638253013,0.0435765409167909,kcal/mol,1230.0,63761.76324202036,1.2788598613517563,1.6839148858308752,0.0555224173704536,0.2082961395989238,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,4.014054665,64000.0,20,0.06,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,JoptLA,-28715.777525381,0.029889456766222,,,-18.407194988743868,0.07397589757070994,0.06
304,AcOH,AcOH,DMCtm5,JoptLA,-57447.1348637976,0.0500110350753912,kcal/mol,1220.0,63872.822842975205,1.070331176842519,1.6632234818269376,0.0381360726515683,0.1987909043911588,linuxpc-intel-slurm-parallel.peta4,64.0,7.026545835714284,64000.0,20,0.04,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,JoptLA,-28714.0550279389,0.0310882759625829,,,-19.023228369238495,0.0797936541249669,0.04
305,AcOH,AcOH,DMCtm5,JoptLA,-57446.2610104629,0.0436185055224859,kcal/mol,1215.0,63905.79393018971,0.9022648763001916,1.632908113836896,0.0290131741805299,0.1938678643482168,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,4.024565591666667,64000.0,20,0.03,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,JoptLA,-28713.5777468484,0.0324117213387438,,,-19.103937215535552,0.07813227722635924,0.03
306,AcOH,AcOH,DMCtm5,JoptLA,-57445.885638045,0.0403575183611653,kcal/mol,1010.0,63939.35824,0.8548053986302602,1.5856764404082433,0.0196042065992416,0.1742191279427656,linuxpc-intel-slurm-parallel.peta4,64.0,6.6752317,64000.0,20,0.02,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,JoptLA,-28713.2698241479,0.029541376799436,,,-19.344410198638798,0.07155068875347614,0.02
307,AcOH,AcOH,DMCtm5,JoptLA,-57446.102790955,0.0447599429486663,kcal/mol,1005.0,63960.64220100502,0.5817729859242454,1.5766970078672342,0.0099199158915723,0.1949017794865505,linuxpc-intel-slurm-parallel.peta4,192.0,2.216367162790698,64000.0,20,0.01,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,JoptLA,-28713.2335498821,0.0338692088108173,,,-19.634111640240008,0.08119079821415011,0.01
308,AcOH,AcOH,DMCtm5,JoptLA,-57446.5707711627,0.0421190454439061,kcal/mol,1203.0,63976.29850175776,0.4318777198688442,1.5877777078098658,0.0059758113786696,0.1945472106935444,linuxpc-intel-slurm-parallel.peta4,192.0,2.22513001025641,64000.0,20,0.006,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,JoptLA,-28713.3454718548,0.0307753575717087,,,-19.878247902539442,0.07458219977831132,0.006
309,AcOH,AcOH,DMCtm5,JoptLA,-57446.8622780196,0.0407232859236951,kcal/mol,1021.5,63994.94661680004,0.3144451839167255,1.5769623149487084,0.0029953059269865,0.1762742041068325,linuxpc-intel-slurm-parallel.peta4,256.0,1.6697763574468083,64000.0,20,0.003,20_AcOH-AcOH,20_1,0.0,20_1,-0.0015795505605638027,JoptLA,-28713.4894666649,0.0298326004889508,,,-19.88176513923827,0.07223795556462277,0.003
310,AcNH2,AcNH2,DMCdla5,Jopt,-50635.6252289344,0.0568755602601861,kcal/mol,1650.0,63550.03750457373,2.7396789943914097,1.2098223831321964,0.2026772773542292,0.665367323656793,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9343403999999998,64000.0,21,0.3,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25307.0175734016,0.0362640992243594,,,-21.588480241553043,0.0921692406669752,0.3
311,AcNH2,AcNH2,DMCdla5,Jopt,-50627.6599661188,0.0511479790896087,kcal/mol,1275.0,63613.38458498024,2.4597663701900463,1.2016050019704096,0.1805489826793347,0.4835255550686662,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.93507304,64000.0,21,0.25,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25303.3922164336,0.0336629494232903,,,-20.873931361958967,0.0845511231176207,0.25
312,AcNH2,AcNH2,DMCdla5,Jopt,-50619.5729687929,0.0590151776575053,kcal/mol,1100.0,63737.03009174312,2.387239554129597,1.2465445442445362,0.154568589238546,0.4968012640815329,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.94720136,64000.0,21,0.2,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25299.8397486833,0.0400924782003059,,,-19.891869536659215,0.09956112909622374,0.2
313,AcNH2,AcNH2,DMCdla5,Jopt,-50613.3266310837,0.048373591128658,kcal/mol,1136.0,63794.28932783857,2.15584965857254,1.2274362912556491,0.1306293420656245,0.4277215337559565,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9293717714285714,64000.0,21,0.16,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25296.9687161504,0.0320357073686376,,,-19.38759689325525,0.08028169470756398,0.16
314,AcNH2,AcNH2,DMCdla5,Jopt,-50608.7667750457,0.043732645788935,kcal/mol,1313.0,63843.00588646114,1.7710034490646864,1.2370824714919963,0.1106185313841588,0.3647866468367776,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.94577141,64000.0,21,0.13,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25294.9338373671,0.0366630569161796,,,-18.897498421851196,0.08537718241694646,0.13
315,AcNH2,AcNH2,DMCdla5,Jopt,-50604.4698122342,0.055638986002579,kcal/mol,1050.0,63895.26653846154,1.6744551813017066,1.2489679588205735,0.088676950905627,0.3580863915960101,linuxpc-intel-slurm-parallel.peta4,64.0,3.08044229,64000.0,21,0.1,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25292.9921443583,0.0307536309887326,,,-18.483921627957898,0.08293877283490345,0.1
316,AcNH2,AcNH2,DMCdla5,Jopt,-50601.7602615484,0.0473555495211297,kcal/mol,1208.0,63927.34510851419,1.497502459670974,1.2419844575072836,0.0729012610101772,0.3163595920357213,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9357408533333336,64000.0,21,0.08,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25291.8409753941,0.0332829475886235,,,-18.076708870554285,0.08169189966695842,0.08
317,AcNH2,AcNH2,DMCdla5,Jopt,-50599.4892019109,0.0447870917523403,kcal/mol,1230.0,63957.15364186298,1.2965297150964483,1.2554651386094269,0.0561582172336027,0.3270302002381203,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.997381485,64000.0,21,0.06,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25290.9032433873,0.0310384039975471,,,-17.68111324666097,0.07654680710841139,0.06
318,AcNH2,AcNH2,DMCdla5,Jopt,-50598.6022199829,0.0428912873634338,kcal/mol,1275.0,63958.49533596838,1.1224997703776367,1.2603957737580251,0.0474131587989769,0.2909843644123518,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.93090622,64000.0,21,0.05,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25290.4389880028,0.0299973622582504,,,-17.72264208766137,0.07374977628104018,0.05
319,AcNH2,AcNH2,DMCdla5,Jopt,-50597.7872778916,0.0484850742997524,kcal/mol,1220.0,63964.85229752066,1.0042203431381147,1.2872816596309264,0.0384156594350326,0.3173623359288083,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.5032855933333334,64000.0,21,0.04,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25290.159667179,0.0300954091058277,,,-17.466341643958003,0.07728995424271552,0.04
320,AcNH2,AcNH2,DMCdla5,Jopt,-50597.1851884259,0.048363285825804,kcal/mol,1215.0,63965.77695065479,0.8940444190752114,1.2752716397329882,0.0291656894784364,0.3093302130918399,linuxpc-intel-slurm-parallel.peta4,64.0,3.0843541875,64000.0,21,0.03,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25289.9713744994,0.0314834930284627,,,-17.240837537457992,0.07939678046974859,0.03
321,AcNH2,AcNH2,DMCdla5,Jopt,-50596.9849413814,0.0515202123348098,kcal/mol,1010.0,63975.56636,0.834302368890238,1.306585438755991,0.0196673353086942,0.2797282543904876,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.502347818,64000.0,21,0.02,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25289.9214698279,0.0356232721212646,,,-17.140399835960125,0.08792270665491685,0.02
322,AcNH2,AcNH2,DMCdla5,Jopt,-50596.9563856392,0.0513107616701854,kcal/mol,1005.0,63992.29056281407,0.5993959435372463,1.3175899405201452,0.0099331345605406,0.3045913389193239,linuxpc-intel-slurm-parallel.peta4-knl,640.0,2.3730254800000004,64000.0,21,0.01,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25289.97451557,0.0307485893575756,,,-17.005752609555202,0.080091805155695,0.01
323,AcNH2,AcNH2,DMCdla5,Jopt,-50597.3152275614,0.0454358456814237,kcal/mol,1201.5,63990.07693508508,0.3068154999426987,1.3037961814838557,0.0029961044338701,0.2621151003231844,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.9416983989473682,64000.0,21,0.003,21_AcNH2-AcNH2,21_1,0.0,21_1,-0.0016018896421883255,Jopt,-25290.211133611,0.0298113865371793,,,-16.891358449756808,0.0749619312842366,0.003
324,AcOH,Uracil,DMCdla5,Jopt,-77115.3831359101,0.0740485494773174,kcal/mol,1650.0,63368.0278082693,3.328782471565227,2.1057633773569204,0.1955106634837035,0.6150913873953766,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6761147799999998,64000.0,22,0.3,22_AcOH-Uracil,20_1,0.06958964341902174,26_1,0.38981835488812067,Jopt,-28750.4800399658,0.0438860420715174,-48341.9207234682,0.047503193439415,-23.441780474408006,0.09831442292634483,0.3
325,AcOH,Uracil,DMCdla5,Jopt,-77103.207959215,0.0808358121706306,kcal/mol,1275.0,63480.510869565216,2.700272931474897,2.0455243906281644,0.1750676465174177,0.5867332051295877,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.62892534,64000.0,22,0.25,22_AcOH-Uracil,20_1,0.06958964341902174,26_1,0.38981835488812067,Jopt,-28745.3698118626,0.0433814317547018,-48335.0836734943,0.0610662402592478,-23.213881856398075,0.11020645557213742,0.25
326,AcOH,Uracil,DMCdla5,Jopt,-77090.6567989131,0.081309026542565,kcal/mol,1100.0,63618.8528440367,2.9367756816152286,1.952989123298574,0.1507133090575951,0.4514627414736699,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.70458584,64000.0,22,0.2,22_AcOH-Uracil,20_1,0.06958964341902174,26_1,0.38981835488812067,Jopt,-28740.2396529756,0.0416616481943289,-48328.3144287353,0.0600769826918878,-22.56212520050758,0.10934392793808421,0.2
327,AcOH,Uracil,DMCdla5,Jopt,-77080.5693675926,0.0601296225028756,kcal/mol,1136.0,63702.294017336935,2.3297707549978104,1.9981339951770924,0.12797579525825,0.390322708097978,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,1.6980887,64000.0,22,0.16,22_AcOH-Uracil,20_1,0.06958964341902174,26_1,0.38981835488812067,Jopt,-28736.1593441212,0.0428328897505312,-48322.8483201737,0.0506347615793677,-22.021111296002346,0.08952154504318442,0.16
