,mol,mol_id,dmc_type,dmc_Jas,tau,ene,err,units,TotTimeSim[au],Pop,Pop-err,Var[au],tau_eff[au],corr-time[au],machine,N_MPI,cost,target_weight,tau[au]
95,Benzene,24_1,DMCdla5,Jopt,0.16,-23626.0628864423,0.0361726800723796,kcal/mol,1136.0,63937.933494386816,1.6884675575394161,0.488501219765461,0.1378843617515543,0.4869192012721096,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.1633811142857142,64000.0,0.16
96,Benzene,24_1,DMCdla5,Jopt,0.05,-23623.6822638336,0.0323176493449127,kcal/mol,1275.0,63976.852252964425,0.8847502663704834,0.4863233685350679,0.04822753162797844,0.41498187094889566,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.145687356,64000.0,0.05
97,Benzene,24_1,DMCdla5,Jopt,0.02,-23623.8699472108,0.0383645819739744,kcal/mol,1010.0,63987.44984,0.6344411506128516,0.5049437879095157,0.019784902598178757,0.440701588830062,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.595554032,64000.0,0.02
98,Benzene,24_1,DMCdla5,Jopt,0.03,-23623.7295358857,0.018114881653687,kcal/mol,4815.0,63978.99152129665,0.3529353311308772,0.49963232277512437,0.0294477658543475,0.41309870965417367,linuxpc-intel-slurm-parallel.peta4-knl,640.0,1.3880063054054055,64000.0,0.03
99,Benzene,24_1,DMCdla5,Jopt,0.04,-23623.6904511718,0.0310198449709149,kcal/mol,1220.0,63983.61808264463,0.7926652098565178,0.4967735556121667,0.038931316124852226,0.39669017839978393,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.5950487,64000.0,0.04
100,Benzene,24_1,DMCdla5,Jopt,0.003,-23624.3328258899,0.040579988915431,kcal/mol,901.5,63997.656481562495,0.2668977985230418,0.5196593210319735,0.0029976277862329226,0.4338193022528717,linuxpc-intel-slurm-parallel.peta4-knl,640.0,1.4117888641509435,64000.0,0.003
101,Benzene,24_1,DMCdla5,Jopt,0.13,-23625.2174593536,0.0362608983305241,kcal/mol,1313.0,63952.10096777412,1.3778367965973415,0.46875080262532287,0.11567451544864457,0.4682650433846353,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.1334551400000001,64000.0,0.13
102,Benzene,24_1,DMCdla5,Jopt,0.25,-23629.1630108364,0.0349818508181943,kcal/mol,1275.0,63875.026086956525,1.9388419833771255,0.46696415044994316,0.1953878613657762,0.5275492721462403,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.12965264,64000.0,0.25
103,Benzene,24_1,DMCdla5,Jopt,0.70,-23643.1086797054,0.0209608749873741,kcal/mol,7349.999999999999,63642.450739151165,1.407601252783094,0.47933987317594445,0.33782290087473515,1.180176457730662,linuxpc-intel-slurm-parallel.peta4-cclake,56.0,2.2047130800000003,64000.0,0.7
104,Benzene,24_1,DMCdla5,Jopt,0.08,-23624.0441593988,0.0320488221566614,kcal/mol,1208.0,63965.46250417362,1.1036771789798774,0.4869205038887006,0.07496002929575843,0.40598835811432915,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.5850753333333334,64000.0,0.08
105,Benzene,24_1,DMCdla5,Jopt,0.01,-23624.0672625435,0.0389032085799407,kcal/mol,1005.0,63999.755015075374,0.4561727030048095,0.5040310588225614,0.009958030066295476,0.4266643723718373,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.5873976833333336,64000.0,0.01
106,Benzene,24_1,DMCdla5,Jopt,0.2,-23627.4187775428,0.0377196402387378,kcal/mol,1100.0,63919.91119266055,1.8077619180658173,0.4915081461575522,0.1650651799296864,0.49058365274999294,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.1454108,64000.0,0.2
107,Benzene,24_1,DMCdla5,Jopt,0.06,-23623.7793778681,0.0237611926866763,kcal/mol,2430.0,63976.41621005132,0.6953746163879871,0.48495314254993016,0.057331919700524446,0.4335317417744633,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.6054818550000003,64000.0,0.06
108,Benzene,24_1,DMCdla5,Jopt,0.3,-23630.9109449211,0.0343774886866653,kcal/mol,1650.0,63848.38602268569,1.887301971966988,0.47669289726355996,0.22199595414721793,0.736944406962701,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.12480054,64000.0,0.3
109,Benzene,24_1,DMCdla5,Jdimer,0.06,-23623.6181140606,0.0299338222174145,kcal/mol,1230.0,63975.93591698225,0.961776500740683,0.4988799260571091,0.057340068173427156,0.42137629151288786,linuxpc-intel-slurm-parallel.peta4,160.0,0.8508276600000001,64000.0,0.06
110,Benzene,24_1,DMCdla5,Jdimer,0.01,-23624.0537621669,0.0219733997203077,kcal/mol,3655.0,63990.242973936896,0.2411566449709775,0.5152293697174769,0.009958153058107105,0.43296791768198917,,,,,0.01
111,Benzene,24_1,DMCdla5,Jdimer,0.70,-23642.2017835458,0.0211615857157955,kcal/mol,7349.999999999999,63589.54163090129,1.4940613407812517,0.46937341166229263,0.33900932949812135,1.140293688087718,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.7426178999999995,64000.0,0.7
112,Benzene,24_1,DMCdla5,Jdimer,0.003,-23624.3185618598,0.0289208551446949,kcal/mol,1384.5,63994.70765181179,0.21320294916202417,0.5187617890102693,0.002997634637777713,0.4299832831487234,linuxpc-intel-slurm-parallel.peta4,320.0,0.44150001630434765,64000.0,0.003
113,Benzene,24_1,DMCdla5,Jdimer,0.03,-23623.6845747566,0.0183955017407742,kcal/mol,3915.0,63980.75970683589,0.38794721701332263,0.502408505344559,0.02944945902592103,0.40991812011980994,linuxpc-intel-slurm-parallel.peta4,160.0,0.8504560238461538,64000.0,0.03
114,Benzene,24_1,DMCdla5,Jdimer,0.10,-23624.2721854387,0.036791084885332,kcal/mol,1050.0,63951.13942307692,1.3347325706120796,0.49707077059267296,0.09184088679501422,0.4806639901237244,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.77279815,64000.0,0.1
115,Cyclopentane,37_1,DMCdla5,Jopt,0.10,-21585.8497078869,0.0320435784492638,kcal/mol,1050.0,63955.650192307694,1.328232823172514,0.4312099703907998,0.09226315685053338,0.425832568371888,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.5924032599999998,64000.0,0.1
116,Cyclopentane,37_1,DMCdla5,Jopt,0.16,-21587.4755327781,0.0342516083898218,kcal/mol,1136.0,63943.44393917863,1.5735014179117643,0.42503465169783844,0.13895881632191417,0.465626797477465,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.1163484000000001,64000.0,0.16
117,Cyclopentane,37_1,DMCdla5,Jopt,0.05,-21585.300307536,0.0353567815982008,kcal/mol,1275.0,63984.78007905139,0.8676758901513896,0.43952837699408903,0.04833822210049285,0.4365067415571116,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.121227956,64000.0,0.05
118,Cyclopentane,37_1,DMCdla5,Jopt,0.02,-21585.4648004948,0.0365834332662676,kcal/mol,1010.0,63984.4661,0.6225697095720822,0.44287911339828917,0.019800251114498287,0.4562271352531464,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.5880364220000001,64000.0,0.02
119,Cyclopentane,37_1,DMCdla5,Jopt,0.03,-21585.367788297,0.0303767428835481,kcal/mol,1215.0,63992.0756859035,0.6534122673103031,0.43575849327871136,0.029485067986264133,0.4416215563374632,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.5771459274999997,64000.0,0.03
120,Cyclopentane,37_1,DMCdla5,Jopt,0.04,-21585.3499834661,0.0321728313732367,kcal/mol,1220.0,63970.49933884297,0.7674688786793352,0.4296854124181826,0.03900046040338601,0.4457608783514319,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.5930816766666667,64000.0,0.04
121,Cyclopentane,37_1,DMCdla5,Jopt,0.003,-21585.9607132952,0.0307291049761134,kcal/mol,1201.5,63990.53182548355,0.22314916790832914,0.45125062507121516,0.0029978318026631172,0.4149734385388827,linuxpc-intel-slurm-parallel.peta4-icelake,152.0,0.5415822105263157,64000.0,0.003
122,Cyclopentane,37_1,DMCdla5,Jopt,0.13,-21586.6231620503,0.0313364393292034,kcal/mol,1313.0,63950.20802155043,1.3714942547091762,0.4182758822955428,0.11641154018868606,0.4485666791459644,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.13854924,64000.0,0.13
123,Cyclopentane,37_1,DMCdla5,Jopt,0.25,-21590.2931392946,0.0321620535553642,kcal/mol,1275.0,63894.2371541502,1.9315808644753545,0.4162660074552935,0.19768070582303013,0.5602490764430216,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.1248228599999999,64000.0,0.25
124,Cyclopentane,37_1,DMCdla5,Jopt,0.08,-21585.5923454604,0.0300556067887249,kcal/mol,1208.0,63964.41736227045,1.0737724719573685,0.431672495315025,0.07524920348319232,0.41575669384678293,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.57249106,64000.0,0.08
125,Cyclopentane,37_1,DMCdla5,Jopt,0.01,-21585.7154696464,0.035637088866895,kcal/mol,1005.0,63997.48152763819,0.4580019188903016,0.45585271326927546,0.00996127149226137,0.4580986704780888,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.569204036363636,64000.0,0.01
126,Cyclopentane,37_1,DMCdla5,Jopt,0.2,-21588.6708464384,0.0374024739827508,kcal/mol,1100.0,63927.34183486238,1.799714091823478,0.4348881924669874,0.1666483063033407,0.5456078944617545,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.1234301599999998,64000.0,0.2
127,Cyclopentane,37_1,DMCdla5,Jopt,0.06,-21585.3112448597,0.0278513199678081,kcal/mol,1230.0,63976.88589976885,0.9515666137704107,0.4430630513655665,0.057493422031736414,0.40952651669136586,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.5950345600000001,64000.0,0.06
128,Cyclopentane,37_1,DMCdla5,Jopt,0.3,-21591.9848935531,0.031757904826867,kcal/mol,1650.0,63879.808452250276,1.8472297206665236,0.42477544607618467,0.22504792800403836,0.6601101341420726,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,1.1594688,64000.0,0.3
129,Cyclopentane,37_1,DMCdla5,Jdimer,0.01,-21585.666652511,0.036681798728716,kcal/mol,1005.0,64006.45849246231,0.4272539604356749,0.4480340602976426,0.009961252931761913,0.456835439800425,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4924566125000003,64000.0,0.01
130,Cyclopentane,37_1,DMCdla5,Jdimer,0.03,-21585.3211888299,0.0303725257041402,kcal/mol,1215.0,63976.94886222178,0.6720593839890782,0.44022415649113655,0.02948483235594448,0.43070314171362806,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.4935535375000004,64000.0,0.03
131,Cyclopentane,37_1,DMCdla5,Jdimer,0.10,-21585.7302333134,0.0383545527278841,kcal/mol,1050.0,63962.967307692306,1.3275028709228838,0.4375438797304154,0.09225883180019523,0.5369180390669134,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.5410285299999997,64000.0,0.1
132,Cyclopentane,38_1,DMCdla5,Jopt,0.10,-21585.9015407833,0.0316339908399289,kcal/mol,1050.0,63965.02836538461,1.3264680017193573,0.43636573366243314,0.09226172809740052,0.48697588423556715,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.6051202300000003,64000.0,0.1
133,Cyclopentane,38_1,DMCdla5,Jopt,0.03,-21585.3971185385,0.0319215013294231,kcal/mol,1215.0,63991.192152566844,0.6775436395027512,0.4336469370376041,0.029484969550221406,0.40478742899543485,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.5784896824999994,64000.0,0.03
134,Cyclopentane,38_1,DMCdla5,Jopt,0.01,-21585.6562796163,0.0384716042893777,kcal/mol,1005.0,63998.204040201,0.4537486403638957,0.4385178914951259,0.009961260262285804,0.4216129415152006,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.5518638090909094,64000.0,0.01
135,Cyclopentane,38_2,DMCdla5,Jopt,0.10,-21585.884891532,0.0339897026304351,kcal/mol,1050.0,63980.49980769231,1.2512020967973019,0.42652730250993326,0.09226457008698921,0.46375172378681945,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.56260132,64000.0,0.1
136,Cyclopentane,38_2,DMCdla5,Jopt,0.03,-21585.3513957845,0.0300652080010681,kcal/mol,1215.0,63983.03348603296,0.6863767693178223,0.4361909209392409,0.02948510638124097,0.37960515731403455,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.5789729,64000.0,0.03
137,Cyclopentane,38_2,DMCdla5,Jopt,0.01,-21585.6448193767,0.0316819991008323,kcal/mol,1005.0,63986.28814070352,0.4308524588818511,0.4628276404911267,0.009961277394168933,0.4335367587880851,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.555515381818182,64000.0,0.01
138,Cyclopentane,39_2,DMCdla5,Jopt,0.10,-21585.8775592565,0.037599044761692,kcal/mol,1050.0,63976.97173076923,1.3764900104117193,0.42880571939488754,0.09225994117626744,0.4417576499456695,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.56423177,64000.0,0.1
139,Cyclopentane,39_2,DMCdla5,Jopt,0.03,-21585.3893952276,0.0291974439672707,kcal/mol,1215.0,63973.96459692277,0.6986751478387059,0.4394521934515695,0.02948485881738022,0.4119473768548691,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.5696595099999993,64000.0,0.03
140,Cyclopentane,39_2,DMCdla5,Jopt,0.01,-21585.6386334801,0.0316831348476504,kcal/mol,1005.0,63989.05736683417,0.46887710864004095,0.45596479490927844,0.009961255471892616,0.41961115837495244,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.546481,64000.0,0.01
141,Cyclopentane,42_2,DMCdla5,Jopt,0.10,-21585.8460526053,0.0356602024431153,kcal/mol,1050.0,63967.95875,1.306746696455152,0.4183750479387978,0.09226357800934218,0.40486115283485014,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.5357554700000002,64000.0,0.1
142,Cyclopentane,42_2,DMCdla5,Jopt,0.03,-21585.3766905017,0.0319727639167867,kcal/mol,1215.0,63987.07130408804,0.6909312760542901,0.440195042831553,0.029485080015327902,0.4494497457821696,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.533086,64000.0,0.03
143,Cyclopentane,42_2,DMCdla5,Jopt,0.003,-21585.9320682049,0.027588241070034,kcal/mol,1201.5,63994.03250278221,0.2181375973601048,0.4367111088301275,0.0029978318990939814,0.36778393918819646,linuxpc-intel-slurm-parallel.peta4-skylake-zen,192.0,0.5460693564516128,64000.0,0.003
144,Cyclopentane,42_2,DMCdla5,Jopt,0.01,-21585.631925388,0.0345288338097638,kcal/mol,1005.0,63994.047929648244,0.44962451731062075,0.45271233930460936,0.009961267083822486,0.4100753186231856,linuxpc-intel-slurm-parallel.peta4-knl,320.0,2.51415208,64000.0,0.01
145,Ethene,30_2,DMCdla5,Jopt,0.10,-8610.30766143911,0.0200648929562001,kcal/mol,1050.0,63971.82951923077,0.9957330107392238,0.15968024671501754,0.09266496214088442,0.4614662350937475,linuxpc-intel-slurm-parallel.peta4-knl,320.0,0.9226578300000001,64000.0,0.1
146,Ethene,30_2,DMCdla5,Jopt,0.16,-8610.92350884829,0.0215198446296989,kcal/mol,1136.0,63956.01065795083,1.2149765936587313,0.14880658616066136,0.140005797111102,0.49872991571217723,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.7057907857142857,64000.0,0.16
147,Ethene,30_2,DMCdla5,Jopt,0.05,-8610.09311288336,0.0200386010116117,kcal/mol,1275.0,63991.388023715415,0.6101207659242874,0.16378561625510724,0.048428514904095075,0.4301971040498205,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.28470463199999996,64000.0,0.05
148,Ethene,30_2,DMCdla5,Jopt,0.02,-8610.15312738704,0.0215549233849908,kcal/mol,1010.0,63989.90696,0.45159616301852856,0.1627058442966697,0.019811399832337533,0.3993323563674641,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.14422050799999994,64000.0,0.02
149,Ethene,30_2,DMCdla5,Jopt,0.03,-8610.09283872518,0.0181514796006254,kcal/mol,1215.0,63987.18104864811,0.501397220613618,0.16093178693778423,0.02951366442796811,0.3846123247210411,linuxpc-intel-slurm-parallel.peta4-knl,320.0,0.9234997349999999,64000.0,0.03
150,Ethene,30_2,DMCdla5,Jopt,0.04,-8610.08441735584,0.0177835130309128,kcal/mol,1220.0,63979.744859504135,0.5757549381466726,0.15866639205868283,0.039055435844930694,0.3814828764772019,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.14650052,64000.0,0.04
151,Ethene,30_2,DMCdla5,Jopt,0.003,-8610.37890693256,0.0208704875389954,kcal/mol,1201.5,64001.61897795884,0.15887499643020567,0.16340213632043607,0.0029979514672585934,0.3979676660346916,linuxpc-intel-slurm-parallel.peta4-knl,256.0,1.1132576640449436,64000.0,0.003
152,Ethene,30_2,DMCdla5,Jopt,0.13,-8610.5780816175,0.0179201950725919,kcal/mol,1313.0,63966.52110146663,0.9690135288576102,0.15519719228293039,0.11710137403765228,0.4399505656531806,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.28371383,64000.0,0.13
153,Ethene,30_2,DMCdla5,Jopt,0.25,-8612.01374038198,0.0208498264694892,kcal/mol,1275.0,63927.93083003953,1.4322253587614548,0.15430785671293795,0.2001445206758513,0.6074681400487308,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.28082812,64000.0,0.25
154,Ethene,30_2,DMCdla5,Jopt,0.08,-8610.18742682745,0.0184252138171127,kcal/mol,1208.0,63982.896894824706,0.8262472881521704,0.15576610441428698,0.0754999844297978,0.396657489816154,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.15024769999999998,64000.0,0.08
155,Ethene,30_2,DMCdla5,Jopt,0.01,-8610.26855204136,0.0201381817198327,kcal/mol,1005.0,63994.310984924625,0.32375150614373016,0.16270922782859099,0.009963438098957254,0.38677537109167687,linuxpc-intel-slurm-parallel.peta4-knl,320.0,0.9219640429999997,64000.0,0.01
156,Ethene,30_2,DMCdla5,Jopt,0.2,-8611.3594637692,0.0216652038955386,kcal/mol,1100.0,63953.30201834862,1.3501614885222393,0.157963264028395,0.1682641772899036,0.5520534647082392,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.28861380000000003,64000.0,0.2
157,Ethene,30_2,DMCdla5,Jopt,0.06,-8610.12688998938,0.0177189532720164,kcal/mol,1230.0,63991.57684552206,0.7042350084856756,0.15777125532829298,0.05762848061604161,0.4283225091569415,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.14312724500000001,64000.0,0.06
158,Ethene,30_2,DMCdla5,Jopt,0.3,-8612.69843627199,0.0182138535055451,kcal/mol,1650.0,63909.583973655324,1.3700098840279282,0.15494795691028682,0.22847241590409464,0.6270230189264681,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.28065168,64000.0,0.3
159,Ethene,30_2,DMCdla5,Jdimer,0.01,-8610.2652214771,0.0224922118224997,kcal/mol,1005.0,63987.63911557789,0.3238279065427408,0.16676822276715556,0.009963680104980771,0.40792799425559545,linuxpc-intel-slurm-parallel.peta4,160.0,0.1939065440000001,64000.0,0.01
160,Ethene,30_2,DMCdla5,Jdimer,0.003,-8610.35128117354,0.0189361708203659,kcal/mol,1201.5,64004.95490802335,0.1651967097613325,0.16950438641928794,0.002997965380992681,0.42178557532659444,linuxpc-intel-slurm-parallel.peta4-icelake,76.0,0.26344504624999987,64000.0,0.003
161,Ethene,30_2,DMCdla5,Jdimer,0.03,-8610.06095084733,0.0210089044469212,kcal/mol,1215.0,63978.157695563415,0.514864203644995,0.16881631318415388,0.029516705760064293,0.4489618423341955,linuxpc-intel-slurm-parallel.peta4,160.0,0.19506429999999997,64000.0,0.03
162,Ethene,30_2,DMCdla5,Jdimer,0.10,-8610.0870377198,0.020961621568945,kcal/mol,1050.0,63949.487692307695,0.9756981602194035,0.16223888995851202,0.09270972817335117,0.49291144248798996,linuxpc-intel-slurm-parallel.peta4,160.0,0.2041516,64000.0,0.1
163,Ethyne,32_2,DMCdla5,Jopt,0.10,-7823.01824359725,0.0179921868885806,kcal/mol,1050.0,63974.118942307694,0.9135173303460806,0.13588387118105955,0.09242440671232155,0.445281982614684,linuxpc-intel-slurm-parallel.peta4-knl,320.0,0.7301715999999999,64000.0,0.1
164,Ethyne,32_2,DMCdla5,Jopt,0.16,-7823.56683593312,0.0190599496209092,kcal/mol,1136.0,63949.8654256075,1.1626336194291447,0.13671125404936807,0.1394690087242909,0.44670536299827135,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.19895672857142854,64000.0,0.16
165,Ethyne,32_2,DMCdla5,Jopt,0.05,-7822.77804820357,0.0162188303750432,kcal/mol,1275.0,63981.461067193675,0.6130902248541884,0.14156258352772913,0.048364614752727686,0.4026045827791627,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.200638908,64000.0,0.05
166,Ethyne,32_2,DMCdla5,Jopt,0.02,-7822.8724087834,0.0186860791789013,kcal/mol,1010.0,63991.85012,0.43839774745248333,0.14218714277845157,0.019801890799764302,0.38263603469407126,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.103904884,64000.0,0.02
167,Ethyne,32_2,DMCdla5,Jopt,0.03,-7822.79700582999,0.0150141020091095,kcal/mol,1215.0,63979.59532938306,0.4616359193291621,0.14169172210811445,0.02949121691346623,0.33240930959887893,linuxpc-intel-slurm-parallel.peta4-knl,320.0,0.7271324574999999,64000.0,0.03
168,Ethyne,32_2,DMCdla5,Jopt,0.04,-7822.81045689547,0.0162885777746104,kcal/mol,1220.0,63989.38416528926,0.544087420261591,0.13942902450545422,0.039014705981343364,0.392050489001589,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.1051103,64000.0,0.04
169,Ethyne,32_2,DMCdla5,Jopt,0.003,-7823.02944602685,0.0175392107430977,kcal/mol,1021.5,63996.17841656632,0.16627832824322042,0.14215976837320451,0.0029978095566440565,0.3467294468489721,linuxpc-intel-slurm-parallel.peta4-icelake-zen,304.0,0.058253343235294124,64000.0,0.003
170,Ethyne,32_2,DMCdla5,Jopt,0.13,-7823.26733819092,0.0194515587195064,kcal/mol,1313.0,63963.96029132994,0.9722881207051762,0.13657227880621117,0.11672022386667465,0.47656515081464434,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.19900712999999998,64000.0,0.13
171,Ethyne,32_2,DMCdla5,Jopt,0.25,-7824.5751331144,0.0214100198562315,kcal/mol,1275.0,63915.19328063241,1.3360893739457587,0.13913614367009278,0.1990981960669516,0.6053371917287159,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.19906876,64000.0,0.25
172,Ethyne,32_2,DMCdla5,Jopt,0.08,-7822.88595087294,0.0175998320730019,kcal/mol,1208.0,63972.14390651085,0.7429301513528755,0.14112334750181726,0.07534072693295736,0.3854418489844506,linuxpc-intel-slurm-parallel.peta4-cclake,224.0,0.10736757333333331,64000.0,0.08
173,Ethyne,32_2,DMCdla5,Jopt,0.01,-7822.97008039587,0.0203242566177706,kcal/mol,1005.0,63987.34206030151,0.308300990609641,0.14556595922638485,0.009961327737000213,0.41659312321032327,linuxpc-intel-slurm-parallel.peta4-knl,320.0,0.7294536640000003,64000.0,0.01
174,Ethyne,32_2,DMCdla5,Jopt,0.2,-7823.99625211418,0.0223589439504794,kcal/mol,1100.0,63937.64587155963,1.2940079748711533,0.13376284419837983,0.16750422251286287,0.6098717710223618,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.19934961999999998,64000.0,0.2
175,Ethyne,32_2,DMCdla5,Jopt,0.06,-7822.76906627571,0.015790015417191,kcal/mol,1230.0,63983.14513352678,0.6782977142265509,0.1407114882242077,0.057536783877861326,0.3687105213463844,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.104089855,64000.0,0.06
176,Ethyne,32_2,DMCdla5,Jopt,0.3,-7825.12426495639,0.0173632352081639,kcal/mol,1650.0,63899.17380168313,1.3008555942623392,0.1328781369287445,0.22715771157841114,0.5502266355504492,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.19768634000000002,64000.0,0.3
177,Ethyne,32_2,DMCdla5,Jdimer,0.01,-7822.91510414666,0.0186668305671949,kcal/mol,1005.0,63989.37824120603,0.31199240218891444,0.1475797912191901,0.00996136312155642,0.4299366541886285,linuxpc-intel-slurm-parallel.peta4-knl,320.0,0.7298360390000002,64000.0,0.01
178,Ethyne,32_2,DMCdla5,Jdimer,0.03,-7822.76712243925,0.0172657344947405,kcal/mol,1215.0,63990.17943036399,0.47805231923059344,0.14101125678251267,0.029491521282003767,0.3636432306086608,linuxpc-intel-slurm-parallel.peta4-knl,320.0,0.7353246975,64000.0,0.03
179,Ethyne,32_2,DMCdla5,Jdimer,0.10,-7822.95581384834,0.0205020127348847,kcal/mol,1050.0,63971.600096153845,0.9235440640374241,0.14143633385454768,0.09242929469944833,0.4080709733565866,linuxpc-intel-slurm-parallel.peta4-knl,320.0,0.7325370600000001,64000.0,0.1
180,MeNH2,56_2,DMCdla5,Jopt,0.10,-11671.8091087775,0.0247254438226082,kcal/mol,1050.0,63967.173173076924,1.0773971882031799,0.24366416703528698,0.09115212016427196,0.3460500941244169,linuxpc-intel-slurm-parallel.peta4-knl,320.0,1.10839673,64000.0,0.1
181,MeNH2,56_2,DMCdla5,Jopt,0.16,-11672.9764197546,0.0236805616443388,kcal/mol,1136.0,63920.257780304106,1.3446049969465308,0.2340620351442578,0.13638095098120698,0.4872888420110635,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.34934411428571427,64000.0,0.16
182,MeNH2,56_2,DMCdla5,Jopt,0.05,-11671.2392389757,0.0228153543862701,kcal/mol,1275.0,63979.09561264822,0.7141913436613209,0.25298848053290046,0.04804906668290149,0.3747449927936596,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.3472483840000001,64000.0,0.05
183,MeNH2,56_2,DMCdla5,Jopt,0.02,-11671.2485436112,0.0195192800807177,kcal/mol,1010.0,63985.27558,0.49997791898408994,0.24495540944375485,0.019758347337613946,0.30264134379379454,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.182580146,64000.0,0.02
184,MeNH2,56_2,DMCdla5,Jopt,0.03,-11671.1312241955,0.0219643162782167,kcal/mol,1215.0,63996.63807698053,0.5611791537502989,0.24472992527956508,0.029384661106598906,0.3533649822182151,linuxpc-intel-slurm-parallel.peta4-knl,320.0,1.1111551375000002,64000.0,0.03
185,MeNH2,56_2,DMCdla5,Jopt,0.04,-11671.1736055295,0.0192453823430625,kcal/mol,1220.0,63987.848297520664,0.6401750460841842,0.24326174749952076,0.03881719729044344,0.3196377395486811,linuxpc-intel-slurm-parallel.peta4-icelake-zen,152.0,0.18394443,64000.0,0.04
186,MeNH2,56_2,DMCdla5,Jopt,0.003,-11671.4407693167,0.0195734924509287,kcal/mol,1201.5,64006.679579823045,0.17984509421636719,0.25270996874993384,0.0029972832089669305,0.31623571027470954,linuxpc-intel-slurm-parallel.peta4-icelake,76.0,0.32901249622641515,64000.0,0.003
187,MeNH2,56_2,DMCdla5,Jopt,0.13,-11672.3760914793,0.0222959816710154,kcal/mol,1313.0,63940.7913798264,1.0939817774449163,0.24558841900144765,0.11461862897451693,0.435524206102044,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.35246248,64000.0,0.13
188,MeNH2,56_2,DMCdla5,Jopt,0.25,-11675.1305489576,0.0236050261377117,kcal/mol,1275.0,63867.687747035576,1.5019207241592853,0.2360372673503768,0.19238384320897248,0.5076131750984514,linuxpc-intel-slurm-parallel.peta4-cclake,112.0,0.34948944000000004,64000.0,0.25
